selYear,sgBrandNm,coNm,alwaysWorkerCnt
2021,기술혁신형 중소기업(이노비즈),주식회사미래금속,14
2021,기술혁신형 중소기업(이노비즈),(주)선진인더스트리,31
2021,기술혁신형 중소기업(이노비즈),(주)젠티스,26
2021,기술혁신형 중소기업(이노비즈),한국에너지종합기술 주식회사,47
2021,기술혁신형 중소기업(이노비즈),디지테크정보(주),34
2021,기술혁신형 중소기업(이노비즈),신성오토텍 주식회사,27
2021,기술혁신형 중소기업(이노비즈),(주)미가이엔지,14
2021,기술혁신형 중소기업(이노비즈),(주)옵티팜,59
2021,기술혁신형 중소기업(이노비즈),진성테크윈(주),37
2021,기술혁신형 중소기업(이노비즈),주식회사 후엔지니어링,16
2021,기술혁신형 중소기업(이노비즈),(주)대진기계,45
2021,기술혁신형 중소기업(이노비즈),(주)케이닷컴,17
2021,기술혁신형 중소기업(이노비즈),(주)세미즈,25
2021,기술혁신형 중소기업(이노비즈),아이엔테코(주),27
2021,기술혁신형 중소기업(이노비즈),유창지엠티(주),11
2021,기술혁신형 중소기업(이노비즈),(주)천우티이엠,13
2021,기술혁신형 중소기업(이노비즈),제이케이앤디주식회사,51
2021,기술혁신형 중소기업(이노비즈),에솜주식회사,35
2021,기술혁신형 중소기업(이노비즈),(주)페네시아,9
2021,기술혁신형 중소기업(이노비즈),(주)지오메디,16
2021,기술혁신형 중소기업(이노비즈),삼우자동화개발기계,12
2021,기술혁신형 중소기업(이노비즈),(주)창보,19
2021,기술혁신형 중소기업(이노비즈),주식회사농업회사법인성마리오농장,15
2021,기술혁신형 중소기업(이노비즈),(주)스마트라인,26
2021,기술혁신형 중소기업(이노비즈),아프로코리아(주),19
2021,기술혁신형 중소기업(이노비즈),명전바이오주식회사,11
2021,기술혁신형 중소기업(이노비즈),엘엠엘리베이터(주),14
2021,기술혁신형 중소기업(이노비즈),(주)다전디자인그룹,41
2021,기술혁신형 중소기업(이노비즈),대영에스앤씨,27
2021,기술혁신형 중소기업(이노비즈),주식회사엠엠티에스엠,55
2021,기술혁신형 중소기업(이노비즈),(주)세창스틸,14
2021,기술혁신형 중소기업(이노비즈),농업회사법인(주) 진영케이지,20
2021,기술혁신형 중소기업(이노비즈),(주)부앤부프로덕션,25
2021,기술혁신형 중소기업(이노비즈),주식회사이테크,13
2021,기술혁신형 중소기업(이노비즈),(주)블루비즈랩,24
2021,기술혁신형 중소기업(이노비즈),(주)피앤엘세미,18
2021,기술혁신형 중소기업(이노비즈),(주)오알켐,106
2021,기술혁신형 중소기업(이노비즈),미래이에스씨(주),16
2021,기술혁신형 중소기업(이노비즈),서울시스템(주),38
2021,기술혁신형 중소기업(이노비즈),대형웍스(주),41
2021,기술혁신형 중소기업(이노비즈),주식회사 포스벨글로벌,14
2021,기술혁신형 중소기업(이노비즈),(주)퓨쳐켐헬스케어,24
2021,기술혁신형 중소기업(이노비즈),(주)우리안전기술원,28
2021,기술혁신형 중소기업(이노비즈),주식회사제이앤티지,66
2021,기술혁신형 중소기업(이노비즈),(주)페트라메디칼,20
2021,기술혁신형 중소기업(이노비즈),주식회사 가온시스템,9
2021,기술혁신형 중소기업(이노비즈),(주)토탈베스틸정공,34
2021,기술혁신형 중소기업(이노비즈),서원산업(주),22
2021,기술혁신형 중소기업(이노비즈),주식회사 씨아이디지털,67
2021,기술혁신형 중소기업(이노비즈),(주)아이페이지온,69
2021,기술혁신형 중소기업(이노비즈),(주)지텍,20
2021,기술혁신형 중소기업(이노비즈),(주)진푸드시스템,38
2021,기술혁신형 중소기업(이노비즈),새한하이테크(주),37
2021,기술혁신형 중소기업(이노비즈),(주)윈윈기계,17
2021,기술혁신형 중소기업(이노비즈),(주)일이축산푸드,35
2021,기술혁신형 중소기업(이노비즈),주식회사이엘티센서,12
2021,기술혁신형 중소기업(이노비즈),주식회사세정이에프씨,24
2021,기술혁신형 중소기업(이노비즈),나노프레스주식회사,10
2021,기술혁신형 중소기업(이노비즈),성원세라믹,20
2021,기술혁신형 중소기업(이노비즈),아이필립,9
2021,기술혁신형 중소기업(이노비즈),(주)대원농산,37
2021,기술혁신형 중소기업(이노비즈),금강안전시스템,12
2021,기술혁신형 중소기업(이노비즈),(주)가온글로벌,10
2021,기술혁신형 중소기업(이노비즈),(주)옵스,70
2021,기술혁신형 중소기업(이노비즈),(주)부린,27
2021,기술혁신형 중소기업(이노비즈),(주)네오게임즈,40
2021,기술혁신형 중소기업(이노비즈),(주)천일금속,12
2021,기술혁신형 중소기업(이노비즈),주식회사센테크이엔지,24
2021,기술혁신형 중소기업(이노비즈),(주)에스디에이,66
2021,기술혁신형 중소기업(이노비즈),청해이엔브이주식회사,12
2021,기술혁신형 중소기업(이노비즈),(주)미섬시스텍,46
2021,기술혁신형 중소기업(이노비즈),하나로애드컴,22
2021,기술혁신형 중소기업(이노비즈),(주)양헌기공,34
2021,기술혁신형 중소기업(이노비즈),주식회사에이블루,40
2021,기술혁신형 중소기업(이노비즈),주식회사태성이앤지,18
2021,기술혁신형 중소기업(이노비즈),(주)디케이엘,17
2021,기술혁신형 중소기업(이노비즈),(주)에이치엔텍,12
2021,기술혁신형 중소기업(이노비즈),주식회사 창작시스템,10
2021,기술혁신형 중소기업(이노비즈),주식회사바이오시엠,17
2021,기술혁신형 중소기업(이노비즈),(주)예스쿨,10
2021,기술혁신형 중소기업(이노비즈),(주)와이제이테크,26
2021,기술혁신형 중소기업(이노비즈),(주)이담에스티,10
2021,기술혁신형 중소기업(이노비즈),(주)엠투커뮤니티,37
2021,기술혁신형 중소기업(이노비즈),(주)포스젠,22
2021,기술혁신형 중소기업(이노비즈),대주씨앤에스 주식회사,10
2021,기술혁신형 중소기업(이노비즈),(주)서린시스템,29
2021,기술혁신형 중소기업(이노비즈),태일전선(주),15
2021,기술혁신형 중소기업(이노비즈),(주)성진E&I,26
2021,기술혁신형 중소기업(이노비즈),청학에프엔씨(주),36
2021,기술혁신형 중소기업(이노비즈),로비트코리아(주),59
2021,기술혁신형 중소기업(이노비즈),(주)지아이텍,68
2021,기술혁신형 중소기업(이노비즈),(주)카멕스이엠,11
2021,기술혁신형 중소기업(이노비즈),(주)코마코,21
2021,기술혁신형 중소기업(이노비즈),이경이앤씨(주),27
2021,기술혁신형 중소기업(이노비즈),(주)큐엠텍,38
2021,기술혁신형 중소기업(이노비즈),(주)녹원씨엔아이,75
2021,기술혁신형 중소기업(이노비즈),제주웰빙영농조합법인,56
2021,기술혁신형 중소기업(이노비즈),넥서스메디케어주식회사,24
2021,기술혁신형 중소기업(이노비즈),진양산업(주),11
2021,기술혁신형 중소기업(이노비즈),(주)슈매니아,29
2021,기술혁신형 중소기업(이노비즈),(주)지에스디,20
2021,기술혁신형 중소기업(이노비즈),이천엔지니어링(주),16
2021,기술혁신형 중소기업(이노비즈),(주)씨엔원,24
2021,기술혁신형 중소기업(이노비즈),주식회사태강기업,27
2021,기술혁신형 중소기업(이노비즈),반도이앤티주식회사,24
2021,기술혁신형 중소기업(이노비즈),한양몰드(주),35
2021,기술혁신형 중소기업(이노비즈),(주)씨제이프로텍,56
2021,기술혁신형 중소기업(이노비즈),주식회사다성피앤에프,11
2021,기술혁신형 중소기업(이노비즈),우일정보기술(주),254
2021,기술혁신형 중소기업(이노비즈),에쓰에이오프쇼어,16
2021,기술혁신형 중소기업(이노비즈),(주)케이원다이아,25
2021,기술혁신형 중소기업(이노비즈),(주)태원,70
2021,기술혁신형 중소기업(이노비즈),주식회사 호건에프에이,54
2021,기술혁신형 중소기업(이노비즈),부덕실업(주),29
2021,기술혁신형 중소기업(이노비즈),주식회사이엠비,13
2021,기술혁신형 중소기업(이노비즈),주식회사 대신산업,12
2021,기술혁신형 중소기업(이노비즈),(주)양일엔프라,23
2021,기술혁신형 중소기업(이노비즈),세진에스앤티(주),38
2021,기술혁신형 중소기업(이노비즈),주식회사 참이맛,13
2021,기술혁신형 중소기업(이노비즈),(주)라온에프앤피,12
2021,기술혁신형 중소기업(이노비즈),지티아이솔루션스코리아주식회사,39
2021,기술혁신형 중소기업(이노비즈),(주)서야에프씨,29
2021,기술혁신형 중소기업(이노비즈),주식회사드림구조,29
2021,기술혁신형 중소기업(이노비즈),주식회사 씨앤제이타올,9
2021,기술혁신형 중소기업(이노비즈),주식회사굿링크,35
2021,기술혁신형 중소기업(이노비즈),월드버텍(주),29
2021,기술혁신형 중소기업(이노비즈),(주)지엔아이씨티,16
2021,기술혁신형 중소기업(이노비즈),주식회사 망고시스템,15
2021,기술혁신형 중소기업(이노비즈),바스텍,6
2021,기술혁신형 중소기업(이노비즈),주식회사엔라이즈,20
2021,기술혁신형 중소기업(이노비즈),주식회사엠그램,18
2021,기술혁신형 중소기업(이노비즈),(주)티스마트,13
2021,기술혁신형 중소기업(이노비즈),이맥시스템주식회사,14
2021,기술혁신형 중소기업(이노비즈),주식회사비엔제이,22
2021,기술혁신형 중소기업(이노비즈),주식회사 미도산업,7
2021,기술혁신형 중소기업(이노비즈),주식회사에스지이노베이션,17
2021,기술혁신형 중소기업(이노비즈),주식회사레이시스,19
2021,기술혁신형 중소기업(이노비즈),(주)코아맥스테크놀로지,19
2021,기술혁신형 중소기업(이노비즈),(주)파미노젠,9
2021,기술혁신형 중소기업(이노비즈),주식회사스카이시스,12
2021,기술혁신형 중소기업(이노비즈),신한산업(주),19
2021,기술혁신형 중소기업(이노비즈),비케이이엔지(주),15
2021,기술혁신형 중소기업(이노비즈),그린캣소프트주식회사,12
2021,기술혁신형 중소기업(이노비즈),주식회사 에스에이치솔텍,13
2021,기술혁신형 중소기업(이노비즈),주식회사 스탠더드시험연구소,42
2021,기술혁신형 중소기업(이노비즈),(주)네비팜,30
2021,기술혁신형 중소기업(이노비즈),삼승테크(주),22
2021,기술혁신형 중소기업(이노비즈),뉴오토정밀(주),14
2021,기술혁신형 중소기업(이노비즈),(주)왕정,11
2021,기술혁신형 중소기업(이노비즈),주식회사신도기업,31
2021,기술혁신형 중소기업(이노비즈),(주)오로스테크놀로지,80
2021,기술혁신형 중소기업(이노비즈),지에이치테크,18
2021,기술혁신형 중소기업(이노비즈),나인원소프트주식회사,19
2021,기술혁신형 중소기업(이노비즈),플로우닉스(주),19
2021,기술혁신형 중소기업(이노비즈),주식회사티에스엠,13
2021,기술혁신형 중소기업(이노비즈),퓨처메인(주),10
2021,기술혁신형 중소기업(이노비즈),주식회사알앰,23
2021,기술혁신형 중소기업(이노비즈),(주)태성시스템,20
2021,기술혁신형 중소기업(이노비즈),(주)핀크럭스,26
2021,기술혁신형 중소기업(이노비즈),(주)에이치투씨디자인,10
2021,기술혁신형 중소기업(이노비즈),주식회사 알티엠,25
2021,기술혁신형 중소기업(이노비즈),(주)조이,16
2021,기술혁신형 중소기업(이노비즈),(주)삼호엔씨티,20
2021,기술혁신형 중소기업(이노비즈),주식회사 신미씨앤에프,164
2021,기술혁신형 중소기업(이노비즈),(주)다이치,49
2021,기술혁신형 중소기업(이노비즈),동아소노텍(주),35
2021,기술혁신형 중소기업(이노비즈),(주)필텍,15
2021,기술혁신형 중소기업(이노비즈),(주)이노,56
2021,기술혁신형 중소기업(이노비즈),주식회사 삼우이머션,42
2021,기술혁신형 중소기업(이노비즈),주식회사협성테크,25
2021,기술혁신형 중소기업(이노비즈),주식회사 엔지노믹스,68
2021,기술혁신형 중소기업(이노비즈),(주)김포산업,30
2021,기술혁신형 중소기업(이노비즈),(주)미래,11
2021,기술혁신형 중소기업(이노비즈),(주)디에스이트레이드,23
2021,기술혁신형 중소기업(이노비즈),(주)비젠아이,15
2021,기술혁신형 중소기업(이노비즈),(주)성창테크,15
2021,기술혁신형 중소기업(이노비즈),(주)명신메디칼,19
2021,기술혁신형 중소기업(이노비즈),(주)이맥스시스템,32
2021,기술혁신형 중소기업(이노비즈),케이에이아이텍(주),12
2021,기술혁신형 중소기업(이노비즈),일동바이오사이언스주식회사,48
2021,기술혁신형 중소기업(이노비즈),태경연주주식회사,34
2021,기술혁신형 중소기업(이노비즈),(주)디엠전자,12
2021,기술혁신형 중소기업(이노비즈),(주)한국항공기술,11
2021,기술혁신형 중소기업(이노비즈),(주)동광엔비화성,58
2021,기술혁신형 중소기업(이노비즈),(주)건주,32
2021,기술혁신형 중소기업(이노비즈),주식회사 에어메이저,51
2021,기술혁신형 중소기업(이노비즈),(주)엠알이노베이션,21
2021,기술혁신형 중소기업(이노비즈),예지산업주식회사,26
2021,기술혁신형 중소기업(이노비즈),(주)한승테크노,19
2021,기술혁신형 중소기업(이노비즈),주식회사라온시큐리티,16
2021,기술혁신형 중소기업(이노비즈),(주)라온텍,35
2021,기술혁신형 중소기업(이노비즈),주식회사에이뷰,47
2021,기술혁신형 중소기업(이노비즈),주식회사 카이저제빙기,19
2021,기술혁신형 중소기업(이노비즈),(주)미도지리정보,57
2021,기술혁신형 중소기업(이노비즈),브로스앤컴퍼니주식회사,23
2021,기술혁신형 중소기업(이노비즈),에스퓨얼셀(주),57
2021,기술혁신형 중소기업(이노비즈),주식회사휴먼네트워크,19
2021,기술혁신형 중소기업(이노비즈),주식회사포커스에이치엔에스,73
2021,기술혁신형 중소기업(이노비즈),남산테크(주),35
2021,기술혁신형 중소기업(이노비즈),주식회사파모스,20
2021,기술혁신형 중소기업(이노비즈),(주)위즈도메인,26
2021,기술혁신형 중소기업(이노비즈),나사록코팅주식회사,30
2021,기술혁신형 중소기업(이노비즈),밥스(주),28
2021,기술혁신형 중소기업(이노비즈),(주)성실섬유,33
2021,기술혁신형 중소기업(이노비즈),대신네트웍스주식회사,127
2021,기술혁신형 중소기업(이노비즈),주식회사 류.씨.은,19
2021,기술혁신형 중소기업(이노비즈),대영스틸산업(주),24
2021,기술혁신형 중소기업(이노비즈),주식회사 신선에프앤브이,50
2021,기술혁신형 중소기업(이노비즈),(주)드림인사이트,69
2021,기술혁신형 중소기업(이노비즈),스페이스워크 주식회사,38
2021,기술혁신형 중소기업(이노비즈),케이알에스티대한동방(주),61
2021,기술혁신형 중소기업(이노비즈),주식회사 나우로보틱스,15
2021,기술혁신형 중소기업(이노비즈),주식회사아이미디어솔루션,30
2021,기술혁신형 중소기업(이노비즈),주식회사 현대기공,23
2021,기술혁신형 중소기업(이노비즈),(주)한일철강,30
2021,기술혁신형 중소기업(이노비즈),(주)엔토스,29
2021,기술혁신형 중소기업(이노비즈),(주)한국다이케스팅,31
2021,기술혁신형 중소기업(이노비즈),(주)청우,67
2021,기술혁신형 중소기업(이노비즈),(주)대광레이스,21
2021,기술혁신형 중소기업(이노비즈),주식회사 에스티엔인포텍,64
2021,기술혁신형 중소기업(이노비즈),(주)제이티,38
2021,기술혁신형 중소기업(이노비즈),펌프랜드(주),12
2021,기술혁신형 중소기업(이노비즈),주식회사주원에스티,13
2021,기술혁신형 중소기업(이노비즈),주식회사컴퍼니위,16
2021,기술혁신형 중소기업(이노비즈),주식회사 정상산업,41
2021,기술혁신형 중소기업(이노비즈),(주)삼우정밀,62
2021,기술혁신형 중소기업(이노비즈),아즈텍주식회사,25
2021,기술혁신형 중소기업(이노비즈),(주)이원켐텍,8
2021,기술혁신형 중소기업(이노비즈),성은종합철강(주),12
2021,기술혁신형 중소기업(이노비즈),주식회사화신코리아,18
2021,기술혁신형 중소기업(이노비즈),알티컴(주),13
2021,기술혁신형 중소기업(이노비즈),(주)열림정보기술,29
2021,기술혁신형 중소기업(이노비즈),(주)금강테크,27
2021,기술혁신형 중소기업(이노비즈),(주)미래화학,23
2021,기술혁신형 중소기업(이노비즈),(주)바이온셀,17
2021,기술혁신형 중소기업(이노비즈),(주)테라시스,17
2021,기술혁신형 중소기업(이노비즈),(주)한국마린산업,12
2021,기술혁신형 중소기업(이노비즈),동희주식회사,22
2021,기술혁신형 중소기업(이노비즈),주식회사 라온비엔피,9
2021,기술혁신형 중소기업(이노비즈),주식회사 정진강건,21
2021,기술혁신형 중소기업(이노비즈),대신네트웍스(주),25
2021,기술혁신형 중소기업(이노비즈),엠케이피(주),62
2021,기술혁신형 중소기업(이노비즈),주식회사일레븐전자,31
2021,기술혁신형 중소기업(이노비즈),(주)경진안전유리,26
2021,기술혁신형 중소기업(이노비즈),주식회사 악어디지털,32
2021,기술혁신형 중소기업(이노비즈),(주)피엘앤씨테크놀로지,20
2021,기술혁신형 중소기업(이노비즈),(주)케이에이치티,17
2021,기술혁신형 중소기업(이노비즈),(주)인젝타,18
2021,기술혁신형 중소기업(이노비즈),대동콘덴서공업(주),33
2021,기술혁신형 중소기업(이노비즈),주식회사대산금속,20
2021,기술혁신형 중소기업(이노비즈),금광하이텍주식회사,39
2021,기술혁신형 중소기업(이노비즈),(주) 드림켐,28
2021,기술혁신형 중소기업(이노비즈),비젠트로주식회사,128
2021,기술혁신형 중소기업(이노비즈),주식회사에프앤자산평가,95
2021,기술혁신형 중소기업(이노비즈),(주)네오캠코리아,14
2021,기술혁신형 중소기업(이노비즈),(주)에프앤아이,31
2021,기술혁신형 중소기업(이노비즈),주식회사 위존,9
2021,기술혁신형 중소기업(이노비즈),(주)오투,14
2021,기술혁신형 중소기업(이노비즈),(주)레뷰코퍼레이션,189
2021,기술혁신형 중소기업(이노비즈),(주)삼밀,28
2021,기술혁신형 중소기업(이노비즈),(주)버드핸드,15
2021,기술혁신형 중소기업(이노비즈),주식회사 엘파니,14
2021,기술혁신형 중소기업(이노비즈),(주)현대공업,143
2021,기술혁신형 중소기업(이노비즈),주식회사 비티에스,11
2021,기술혁신형 중소기업(이노비즈),(주)파코코리아인더스,54
2021,기술혁신형 중소기업(이노비즈),(주)네오플러스,21
2021,기술혁신형 중소기업(이노비즈),웹와치(주),28
2021,기술혁신형 중소기업(이노비즈),주식회사씨엔디상사,43
2021,기술혁신형 중소기업(이노비즈),(주)지에스모아,33
2021,기술혁신형 중소기업(이노비즈),한양엠텍(주),36
2021,기술혁신형 중소기업(이노비즈),부천아크릴총판,12
2021,기술혁신형 중소기업(이노비즈),주식회사 신양,31
2021,기술혁신형 중소기업(이노비즈),(주)와이아이씨컴퍼니,86
2021,기술혁신형 중소기업(이노비즈),주식회사두림에프에이,35
2021,기술혁신형 중소기업(이노비즈),주식회사쿠온솔루션,35
2021,기술혁신형 중소기업(이노비즈),컴퍼니에스에스(주),56
2021,기술혁신형 중소기업(이노비즈),(주)가야데이터,10
2021,기술혁신형 중소기업(이노비즈),(주)데크카본,73
2021,기술혁신형 중소기업(이노비즈),(주)제네스트,21
2021,기술혁신형 중소기업(이노비즈),(주)현대금속농공,11
2021,기술혁신형 중소기업(이노비즈),(주)인정보,22
2021,기술혁신형 중소기업(이노비즈),(주)카네비컴,180
2021,기술혁신형 중소기업(이노비즈),(주)톨리코리아,31
2021,기술혁신형 중소기업(이노비즈),(주)원재산업,22
2021,기술혁신형 중소기업(이노비즈),에스지서보(주),52
2021,기술혁신형 중소기업(이노비즈),(주)에코그린리사이클링,20
2021,기술혁신형 중소기업(이노비즈),(주)문화,24
2021,기술혁신형 중소기업(이노비즈),(주)대덕에이엠티,32
2021,기술혁신형 중소기업(이노비즈),주식회사뷰노,99
2021,기술혁신형 중소기업(이노비즈),(주)대하체어스,17
2021,기술혁신형 중소기업(이노비즈),주식회사오에이티씨,127
2021,기술혁신형 중소기업(이노비즈),한국전기통신(주),27
2021,기술혁신형 중소기업(이노비즈),주식회사 인벤티스,36
2021,기술혁신형 중소기업(이노비즈),(주)유리네트웍스,18
2021,기술혁신형 중소기업(이노비즈),에이티엑스(주),18
2021,기술혁신형 중소기업(이노비즈),(주)신아엠피씨,45
2021,기술혁신형 중소기업(이노비즈),(주)케이룩스코리아,21
2021,기술혁신형 중소기업(이노비즈),(주)에스브이엠테크,46
2021,기술혁신형 중소기업(이노비즈),(주)저스템,79
2021,기술혁신형 중소기업(이노비즈),(주)리산테크,23
2021,기술혁신형 중소기업(이노비즈),(주)신한메탈,26
2021,기술혁신형 중소기업(이노비즈),인선모터스주식회사,78
2021,기술혁신형 중소기업(이노비즈),주식회사 지엘에스,125
2021,기술혁신형 중소기업(이노비즈),(주)금강피씨,13
2021,기술혁신형 중소기업(이노비즈),주식회사동성사,29
2021,기술혁신형 중소기업(이노비즈),(주)씨디엠비,12
2021,기술혁신형 중소기업(이노비즈),주식회사히키스,25
2021,기술혁신형 중소기업(이노비즈),주식회사하나피엔씨,10
2021,기술혁신형 중소기업(이노비즈),SS패션(경동어패럴),54
2021,기술혁신형 중소기업(이노비즈),(주)대한이엔지,19
2021,기술혁신형 중소기업(이노비즈),제스프로(주),36
2021,기술혁신형 중소기업(이노비즈),주식회사유니온플레이스,37
2021,기술혁신형 중소기업(이노비즈),주식회사한텍,68
2021,기술혁신형 중소기업(이노비즈),전진산업,19
2021,기술혁신형 중소기업(이노비즈),(주)샘물정보통신,7
2021,기술혁신형 중소기업(이노비즈),주식회사멕서스,18
2021,기술혁신형 중소기업(이노비즈),(주)맥슨모터매뉴팩처링,91
2021,기술혁신형 중소기업(이노비즈),승진주식회사,13
2021,기술혁신형 중소기업(이노비즈),(주)아프로존,45
2021,기술혁신형 중소기업(이노비즈),(주)블루코어컴퍼니,15
2021,기술혁신형 중소기업(이노비즈),리딩포인트주식회사,28
2021,기술혁신형 중소기업(이노비즈),G&G콘택트렌즈,70
2021,기술혁신형 중소기업(이노비즈),한라식품,36
2021,기술혁신형 중소기업(이노비즈),대아산업,37
2021,기술혁신형 중소기업(이노비즈),(주)계문사,11
2021,기술혁신형 중소기업(이노비즈),주식회사 트래닛,157
2021,기술혁신형 중소기업(이노비즈),지이티플러스주식회사,29
2021,기술혁신형 중소기업(이노비즈),주식회사진영케미칼,67
2021,기술혁신형 중소기업(이노비즈),주식회사이노메트리,63
2021,기술혁신형 중소기업(이노비즈),주식회사 에어박스,26
2021,기술혁신형 중소기업(이노비즈),(주)써지코어,20
2021,기술혁신형 중소기업(이노비즈),SE&T(주),26
2021,기술혁신형 중소기업(이노비즈),주식회사이정이앤씨,43
2021,기술혁신형 중소기업(이노비즈),(주)호야텍스,25
2021,기술혁신형 중소기업(이노비즈),(주)영신특수강,17
2021,기술혁신형 중소기업(이노비즈),(주)삼진테크,14
2021,기술혁신형 중소기업(이노비즈),(주)정진이엔티,34
2021,기술혁신형 중소기업(이노비즈),(주)원대티지케이,34
2021,기술혁신형 중소기업(이노비즈),(주)경인유공압,16
2021,기술혁신형 중소기업(이노비즈),하트미디어(주),23
2021,기술혁신형 중소기업(이노비즈),주식회사오토피엠테크,74
2021,기술혁신형 중소기업(이노비즈),(주)코아백,10
2021,기술혁신형 중소기업(이노비즈),(주)에고테크,13
2021,기술혁신형 중소기업(이노비즈),(주)케이앤씨,34
2021,기술혁신형 중소기업(이노비즈),아신유니텍(주),41
2021,기술혁신형 중소기업(이노비즈),금성이엠씨(주),35
2021,기술혁신형 중소기업(이노비즈),(주)예다종합설계감리사무소,85
2021,기술혁신형 중소기업(이노비즈),성은지기인쇄(주),40
2021,기술혁신형 중소기업(이노비즈),주식회사델타아이오,27
2021,기술혁신형 중소기업(이노비즈),(주)태일정보,21
2021,기술혁신형 중소기업(이노비즈),오런,22
2021,기술혁신형 중소기업(이노비즈),(주)유앤씨인터내셔널,39
2021,기술혁신형 중소기업(이노비즈),(주)아이엠,25
2021,기술혁신형 중소기업(이노비즈),(주)한미유압기계,64
2021,기술혁신형 중소기업(이노비즈),비컴솔루션(주),101
2021,기술혁신형 중소기업(이노비즈),(주)에스케이피,14
2021,기술혁신형 중소기업(이노비즈),주식회사인사이드정보,113
2021,기술혁신형 중소기업(이노비즈),알에스테크(주),20
2021,기술혁신형 중소기업(이노비즈),주식회사네오크레마,62
2021,기술혁신형 중소기업(이노비즈),(주)남전산업,13
2021,기술혁신형 중소기업(이노비즈),(주)선경화성,43
2021,기술혁신형 중소기업(이노비즈),(주)큐텔,20
2021,기술혁신형 중소기업(이노비즈),(주)더웨이커뮤니케이션,37
2021,기술혁신형 중소기업(이노비즈),코어라인주식회사,31
2021,기술혁신형 중소기업(이노비즈),주식회사금영이엔지,73
2021,기술혁신형 중소기업(이노비즈),(주)디케이앤트,12
2021,기술혁신형 중소기업(이노비즈),주식회사 태형솔루션,13
2021,기술혁신형 중소기업(이노비즈),주식회사조은전자,20
2021,기술혁신형 중소기업(이노비즈),우리엘소프트,33
2021,기술혁신형 중소기업(이노비즈),넥스트원 주식회사,26
2021,기술혁신형 중소기업(이노비즈),(주)대양하이테크,26
2021,기술혁신형 중소기업(이노비즈),주식회사유피아이에스,12
2021,기술혁신형 중소기업(이노비즈),(주)더케이엠,12
2021,기술혁신형 중소기업(이노비즈),(주)세명이앤씨,78
2021,기술혁신형 중소기업(이노비즈),성화시스템챤넬(주),19
2021,기술혁신형 중소기업(이노비즈),(주)대륙공업,46
2021,기술혁신형 중소기업(이노비즈),(주)엘엔피,15
2021,기술혁신형 중소기업(이노비즈),(주)제이에스코리아,32
2021,기술혁신형 중소기업(이노비즈),(주)블루오션디자인,27
2021,기술혁신형 중소기업(이노비즈),주식회사휴먼씨엔씨,26
2021,기술혁신형 중소기업(이노비즈),(주)상도전기,12
2021,기술혁신형 중소기업(이노비즈),(주)디케이앤코,28
2021,기술혁신형 중소기업(이노비즈),(주)벽두도어,23
2021,기술혁신형 중소기업(이노비즈),(주)위드멤스,75
2021,기술혁신형 중소기업(이노비즈),이성산업(주),26
2021,기술혁신형 중소기업(이노비즈),(주)리드엔지니어링,15
2021,기술혁신형 중소기업(이노비즈),유비텍,17
2021,기술혁신형 중소기업(이노비즈),(주)화남,9
2021,기술혁신형 중소기업(이노비즈),노바쎄미(주),40
2021,기술혁신형 중소기업(이노비즈),(주)영인이엔지,22
2021,기술혁신형 중소기업(이노비즈),코리아스틸 주식회사,17
2021,기술혁신형 중소기업(이노비즈),유니슨에이치케이알 주식회사,272
2021,기술혁신형 중소기업(이노비즈),(주)한국이엔씨,19
2021,기술혁신형 중소기업(이노비즈),(주)제로하우스,24
2021,기술혁신형 중소기업(이노비즈),(주)비티씨,33
2021,기술혁신형 중소기업(이노비즈),주식회사이노팩토리,26
2021,기술혁신형 중소기업(이노비즈),한백하이테크(주),2
2021,기술혁신형 중소기업(이노비즈),무진테크 주식회사,26
2021,기술혁신형 중소기업(이노비즈),유니온롤시스템,23
2021,기술혁신형 중소기업(이노비즈),정한정밀,16
2021,기술혁신형 중소기업(이노비즈),주식회사고도기술,159
2021,기술혁신형 중소기업(이노비즈),주식회사 바이컴,33
2021,기술혁신형 중소기업(이노비즈),(주)삼송비엔씨(BNC),19
2021,기술혁신형 중소기업(이노비즈),태륭건설(주),38
2021,기술혁신형 중소기업(이노비즈),주식회사 에코리치,11
2021,기술혁신형 중소기업(이노비즈),삼부정밀주식회사,14
2021,기술혁신형 중소기업(이노비즈),(주)제인소프트,19
2021,기술혁신형 중소기업(이노비즈),(주)진우테크,13
2021,기술혁신형 중소기업(이노비즈),(주)동성정밀,14
2021,기술혁신형 중소기업(이노비즈),웹투인(주),36
2021,기술혁신형 중소기업(이노비즈),(주)알트시스템,31
2021,기술혁신형 중소기업(이노비즈),(주)피티엠,15
2021,기술혁신형 중소기업(이노비즈),주식회사 천하,15
2021,기술혁신형 중소기업(이노비즈),씨티아이코리아주식회사,10
2021,기술혁신형 중소기업(이노비즈),주식회사 백건준설,14
2021,기술혁신형 중소기업(이노비즈),(주)지코코리아,44
2021,기술혁신형 중소기업(이노비즈),(주)아인텍코퍼레이션,24
2021,기술혁신형 중소기업(이노비즈),주식회사쓰리에이치,101
2021,기술혁신형 중소기업(이노비즈),주식회사 아리예스코리아,12
2021,기술혁신형 중소기업(이노비즈),주식회사 선구엔지니어링,80
2021,기술혁신형 중소기업(이노비즈),주식회사지메이트시스템즈,55
2021,기술혁신형 중소기업(이노비즈),주식회사지지엠,68
2021,기술혁신형 중소기업(이노비즈),나이스레이저(주),14
