No,연번,브랜드명,사업장명,대표자명,업종(중분류),업종(소분류),주소,경도,위도,상태
33,5633,이노비즈,주식회사 광명당제약,오승열,의료용 물질 및 의약품 제조업,의약품 제조업,울산광역시 남구  삼산로 109 (달동),129.319466998463,35.5356411219455,정좌표
34,5634,이노비즈,선광전자 주식회사,심우정,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,인천광역시 남동구 남동서로316번길 13 (선광전자 주식회사),126.700116552764,37.416121350737,정좌표
35,5635,이노비즈,(주)대곤코퍼레이션,이재형,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업","서울 구로구 디지털로 285 (구로동, 에이스트윈타워1차 12층 1201호)",126.89450589544,37.4844867790308,정좌표
36,5636,이노비즈,진원생명과학(주),박영근,전문 서비스업,회사 본부 및 경영 컨설팅 서비스업,서울특별시 강남구 학동로 343 10층,127.040612067391,37.5174419979307,정좌표
37,5637,이노비즈,(주)에프엔지리서치,구영삼,연구개발업,자연과학 및 공학 연구개발업,충청북도 청주시 흥덕구 강촌로 234 ,127.394828798523,36.6397070848704,정좌표
38,5638,이노비즈,주광전기(주),박상서,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",경기 평택시 서탄면 서탄로 309-3 ,127.031849986921,37.1112674074835,정좌표
39,5639,이노비즈,(주)메이텍시스템,김창일,전기장비 제조업,전구 및 조명장치 제조업,경기도 고양시 일산동구  일산로 142 (백석동) 421호,126.793731516794,37.6499234496254,정좌표
40,5640,이노비즈,트라이캠테크놀로지(주),서기호,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,경기도 안산시 상록구 이동 (이동) 718번지 9호,126.850895283336,37.3069187876764,정좌표
41,5641,이노비즈,사이언스메딕(주),천기정,"의료, 정밀, 광학기기 및 시계 제조업",의료용 기기 제조업,경기도 안양시 만안구  전파로24번길 104-0 (안양동) 사이언스빌딩 5층,126.93634689618,37.3861080838436,정좌표
42,5642,이노비즈,(주)뷰티솔루션,남광우,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,"경기 안산시 단원구 신원로 275 반월공단 20블럭 24롯트 (성곡동,A동)",126.766761584053,37.3096613540944,정좌표
43,5643,이노비즈,(주)앤써브,김윤섭,"건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",경기도 용인시 기흥구  농서로22번길 5 (고매동) 2층,127.095493244982,37.2228574696757,정좌표
44,5644,이노비즈,시지엔지니어링(주),"이정영,홍기채","건축기술, 엔지니어링 및 기타 과학기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",서울 구로구 디지털로 306 대륭포스트타워2차 813호 (구로동),126.897336242515,37.4859230493917,정좌표
45,5645,이노비즈,(주)비엔컴,김성곤,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,경기도 군포시 공단로140번길 46 (엠테크노센터 1106호),126.95471268261,37.3570099135151,정좌표
46,5646,이노비즈,(주)마이하우스,이채은,소매업; 자동차 제외,"섬유, 의복, 신발 및 가죽제품 소매업",대구광역시 중구  큰장로22길 58 (대신동),128.579400050092,35.8661182170929,정좌표
47,5647,이노비즈,(주)은성헬스빌,김문수,기타 제품 제조업,운동 및 경기용구 제조업,경북 칠곡군 왜관읍 2산업단지2길 167 (왜관읍),128.401532102401,35.9502499774961,정좌표
48,5648,이노비즈,(주)록스기계,전튼튼,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경기 김포시 월곶면 군하로 65 ,126.565975026814,37.7031766942365,정좌표
49,5649,이노비즈,에이스공조(주),"박성환,장규환(각자대표)",도매 및 상품 중개업,기계장비 및 관련 물품 도매업,경기도 안양시 만안구 안양로 460 에이스빌딩 2층,126.911715842166,37.4111813960405,정좌표
50,5650,이노비즈,센트럴메디컬서비스(주),김부근,소매업; 자동차 제외,기타 상품 전문 소매업,서울 광진구 천호대로 793 (광장동),127.101940090811,37.5463152936725,정좌표
51,5651,이노비즈,주식회사 동성나이프,김성열,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,"인천광역시 남동구 남동동로93번길19 (고잔동, 142블록 3로트)",126.695135714988,37.3940830606626,정좌표
52,5652,이노비즈,더블유앤피코리아,권헌실,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"인천광역시 서구  백범로698번길 3 (가좌동, 가동)",126.679865883053,37.4827241466876,정좌표
53,5653,이노비즈,삼오종합식품주식회사,이정순,식료품 제조업,기타 식품 제조업,경북 의성군 금성면 군위금성로 1196 ,128.679052662001,36.2507948142745,정좌표
54,5654,이노비즈,유한회사 삼능기계,박상국,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,광주 광산구 진곡산단중앙로 152 (진곡동),126.783980713473,35.2025231955084,정좌표
55,5655,이노비즈,대아산업,노재남외1인,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,대구 북구 검단로31길 51-5 (검단동),128.620650045759,35.9132930878632,정좌표
56,5656,이노비즈,(주)동원인텍,임재희,화학물질 및 화학제품 제조업; 의약품 제외,기타 화학제품 제조업,경기도 김포시 월곶면 고척로 45-33 (월곶면),126.58197252847,37.7183135740693,정좌표
57,5657,이노비즈,(주)네스앤텍,이기성,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대전광역시 유성구 테크노11로 32 ,127.407445775822,36.4157656146185,정좌표
58,5658,이노비즈,솔텍인포넷(주),이해진,소매업; 자동차 제외,가전제품 및 정보통신장비 소매업,"서울특별시 영등포구 당산로41길 11 2층 210호 (210호(당산동4가,당산에스케이브이1센터))",126.898319257108,37.5308109030813,정좌표
59,5659,이노비즈,주식회사 태성이엠씨,정현태,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,인천광역시 서구  보도진로42번길 20 (가좌동),126.65205771689,37.4927050746583,정좌표
60,5660,이노비즈,(주)터보맥스,이상기,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,충북 청주시 서원구 현도면 죽암도원로 12-27 ,127.433510354777,36.5203709730175,정좌표
61,5661,이노비즈,(주)유니마이크로,유덕수,전기장비 제조업,기타 전기장비 제조업,서울특별시 금천구  가산디지털1로 168 (가산동) 우림라이온스밸리 B동 309호,126.88263616345,37.4799658030568,정좌표
62,5662,이노비즈,주식회사 부광정공,강순구,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,인천 부평구 항동로143번길 10-27 (일신동),126.74987600829,37.4821268906664,정좌표
63,5663,이노비즈,주식회사 나노앤텍,우제남,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,"인천광역시 남동구  호구포로 130 (고잔동, 103B-11L)",126.70520638603,37.3952982528098,정좌표
64,5664,이노비즈,다셀주식회사,신형균,"의료, 정밀, 광학기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",충북 청주시 서원구 남이면 척산5길 37-9 ,127.427689358096,36.5635894229253,정좌표
65,5665,이노비즈,(주)키출판사,김기중,출판업,"서적, 잡지 및 기타 인쇄물 출판업",서울특별시 강남구  강남대로 292 (도곡동) 5층,127.032201170601,37.489377823129,정좌표
66,5666,이노비즈,(주)큐로컴,조중기,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,서울 강남구 테헤란로77길 7 4층 (삼성동),127.054493591859,37.5069233295926,정좌표
67,5667,이노비즈,선진섬유공업사,진호준,섬유제품 제조업; 의복제외,방적 및 가공사 제조업,부산 사하구 신산로29번길 19 (신평동),128.958581796373,35.0919315871613,정좌표
68,5668,이노비즈,(주)우성테크,반경옥,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경남 김해시 주촌면 서부로1499번길 112-12 (주)우성테크,128.8092891713,35.231305012004,정좌표
69,5669,이노비즈,서림산업(주),장재형,도매 및 상품 중개업,기계장비 및 관련 물품 도매업,경기 이천시 신둔면 황무로330번길 272 ,127.373240515965,37.2989761901485,정좌표
70,5670,이노비즈,(주)대진씨앤씨,정의석,고무 및 플라스틱제품 제조업,플라스틱제품 제조업,경기 파주시 산업단지길 155 (문발동),126.70972143715,37.729956919288,정좌표
71,5671,이노비즈,(주)한세미크론,박종섭,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,"경기도 김포시 양촌읍 황금로166번길 17-4 (양촌읍) 에이동, 비동",126.614117014455,37.617931296964,정좌표
72,5672,이노비즈,(주)테릭,김정웅,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송 장비 제조업,경기도 군포시  고래들길 28 (당정동),126.961821878891,37.3589500581493,인근좌표
73,5673,이노비즈,(주)씨엔텍코리아,"김영연,김성진",화학물질 및 화학제품 제조업; 의약품 제외,합성고무 및 플라스틱 물질 제조업,경기 화성시 우정읍 매바위로237번길 86-25 1층,126.802416826184,37.1359614656659,정좌표
74,5674,이노비즈,주식회사 우디스,이인태,목재 및 나무제품 제조업; 가구 제외,나무제품 제조업,경기도 김포시 양촌읍 학운산단1로 89 ,126.589774569372,37.6001499956774,정좌표
75,5675,이노비즈,(주)선박무선,허부,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향기기 제조업,부산 영도구 남항서로 6-19 (남항동3가),129.038910011028,35.0833851808272,정좌표
76,5676,이노비즈,대영전기주식회사,백서재,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",경북 경산시 진량읍 공단7로 55 (대영일렉(주)),128.828183143835,35.86331066973,정좌표
77,5677,이노비즈,주식회사 매그넘빈트,이형주,출판업,소프트웨어 개발 및 공급업,서울특별시 강남구 강남대로132길 55 (2층),127.025430742063,37.5134498085936,정좌표
78,5678,이노비즈,(주)지인테크,박지현,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,"경기 안산시 단원구 동산로 76 804호 (원시동, 타원TAKRA2지식산업센타)",126.798857888761,37.3130152036445,정좌표
79,5679,이노비즈,엔비스아나(주),송기홍,사업지원 서비스업,기타 사업지원 서비스업,경기도 용인시 기흥구 흥덕중앙로 120 2801호,127.080097475508,37.2748900289897,정좌표
80,5680,이노비즈,(주)대신엔스코,안복수,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,경기 김포시 양촌면 황금1로 22 ,127.245550739517,36.1417687817066,정좌표
81,5681,이노비즈,주식회사청림열처리,임현필,금속가공제품 제조업; 기계 및 가구 제외,기타 금속 가공제품 제조업,경남 사천시 사천읍 두량공단로 55 (청림열처리),128.114894640503,35.1020779418965,정좌표
82,5682,이노비즈,(주)월드이엔지,정연태,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경북 칠곡군 왜관읍 3산업단지1길 119 (주)월드이엔지,128.419084926764,35.930430044437,정좌표
83,5683,이노비즈,(주)대일매스램,최종덕,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조업,"인천 서구 중봉대로198번길 39 51호 (가좌동, (주)대일매스램)",126.652777726156,37.4973115897844,정좌표
84,5684,이노비즈,소서스(주),이현수,출판업,소프트웨어 개발 및 공급업,광주광역시 서구  백석길 8 (마륵동) 별2층 소서스(주),126.850185152781,35.1425053134024,정좌표
85,5685,이노비즈,신한주철공업(주),박병만,1차 금속 제조업,금속 주조업,경북 고령군 다산면 다산산단로 50 ,128.393024365292,35.7890593451117,정좌표
86,5686,이노비즈,(주)성원애드피아,정대원,인쇄 및 기록매체 복제업,인쇄 및 인쇄관련 산업,서울 중구 퇴계로41길 6 (충무로4가),126.996314607843,37.5620653298871,정좌표
87,5687,이노비즈,(주)금호,이영희,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,울산 울주군 두서면 반구대로 1581-1 ,129.15460735586,35.6260737381427,정좌표
88,5688,이노비즈,(주)세진튜브텍,김명철,금속가공제품 제조업; 기계 및 가구 제외,"구조용 금속제품, 탱크 및 증기발생기 제조업",경남 김해시 상동면 동북로1035번길 15 ,128.925317166555,35.3451520162237,정좌표
89,5689,이노비즈,한국씰마스타(주),김윤호,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,경기 김포시 대곶면 소래로 71 ,126.57374754198,37.6541696549077,정좌표
90,5690,이노비즈,승산산업(주),유선호,화학물질 및 화학제품 제조업; 의약품 제외,합성고무 및 플라스틱 물질 제조업,경상북도 경주시 외동읍 문구로 316 (외동읍),129.320951082877,35.7020059732185,정좌표
91,5691,이노비즈,신원기전(주),"임홍섭,송봉선(각자대표)",기타 기계 및 장비 제조업,일반 목적용 기계 제조업,경기 화성시 남양읍 남양로 248-7 (장덕리),126.809303402105,37.1643181715689,정좌표
