company,salTpNm,minSal,maxSal,holidayTpNm,minEdubg,career,empTpCd,jobsCd,regDt,closeDt,region_1,region_2,basicAddr,smCo,coTp
(주)금강,시급,9160,0,주5일근무,학력무관,관계없음,10,813201,22-01-13,채용시까지  22-03-11,부산,부산 사하구,부산광역시 사하구 다산로 170,Y,03
윤테크,시급,9160,11000,주6일근무,학력무관,경력,10,813210,22-01-13,채용시까지  22-03-11,부산,부산 강서구,부산광역시 강서구 대저중앙로 360-19,N,03
(주)디유티코리아,월급,2000000,3000000,주5일근무,학력무관,경력,20,612407,22-01-12,22-02-18,부산,부산 강서구,부산광역시 강서구 화전산단1로 173,N,03
금성볼트공업(주),시급,9160,0,주5일근무,학력무관,관계없음,10,890000,22-01-12,채용시까지  22-03-11,부산,부산 강서구,부산광역시 강서구 화전산단2로134번길 17,Y,03
태원정공,시급,10000,0,주5일근무,학력무관,경력,10,813201,22-01-12,22-02-28,부산,부산 강서구,부산광역시 강서구 호계로79번길 78,Y,03
에스엘이엠씨(주),시급,9160,10000,주5일근무,학력무관,관계없음,20,811100,22-01-12,채용시까지  22-03-11,부산,부산 남구,부산광역시 남구 신선로 102,N,03
(주)티엠지코리아,월급,2356320,0,주5일근무,고졸,신입,10,813201,22-01-12,22-02-28,부산,부산 강서구,부산광역시 강서구 화전산단2로 99,N,03
(주)영진엘리베이터,월급,2100000,0,주5일근무,학력무관,관계없음,10,140100,22-01-12,채용시까지  22-03-11,부산,부산 기장군,부산광역시 기장군 정관읍 산단5로 78,N,03
케이알텍주식회사,연봉,30000000,0,주5일근무,고졸,경력,10,562200,22-01-11,22-02-10,부산,부산 사하구,부산광역시 사하구 다산로106번길 42,N,03
(주)녹채원,연봉,24000000,0,주5일근무,학력무관,관계없음,10,027103,22-01-11,채용시까지  22-02-28,부산,부산 강서구,부산광역시 강서구 녹산산업중로 348,N,03
(주)태정이엔지,시급,9160,0,주5일근무,학력무관,관계없음,10,821200,22-01-11,채용시까지  22-02-11,부산,부산 사하구,부산광역시 사하구 감천항로419번길 62,N,03
(주)배성목재,연봉,30000000,0,주5일근무,고졸,관계없음,10,890000,22-01-11,22-02-28,부산,부산 기장군,부산광역시 기장군 정관읍 산단7로 7-25,N,03
기장물산(주),월급,1910500,2000000,주5일근무,학력무관,관계없음,20,624103,22-01-11,22-02-06,부산,부산 기장군,부산광역시 기장군 일광면 신평길 30-16,N,03
(주)월드퍼니처,월급,2200000,3000000,주5일근무,학력무관,관계없음,10,026103,22-01-11,채용시까지  22-03-09,부산,부산 강서구,부산광역시 강서구 과학산단2로42번길 23,N,03
(주)덕포양행,월급,1910500,2000000,주5일근무,학력무관,관계없음,10,813201,22-01-10,채용시까지  22-03-09,부산,부산 사상구,부산광역시 사상구 사상로163번길 29,N,03
(주)텍크마린,연봉,23000000,23000000,주5일근무,학력무관,관계없음,10,028304,22-01-10,채용시까지  22-02-28,부산,부산 영도구,부산광역시 영도구 남항서로 85,Y,03
와이엠태연기계주식회사,연봉,27000000,0,주5일근무,대졸(2~3년),경력,10,028302,22-01-10,채용시까지  22-02-28,부산,부산 기장군,부산광역시 기장군 정관읍 산단4로 103,N,03
주식회사대성메탈,시급,12000,0,주5일근무,학력무관,경력,10,811100,22-01-10,채용시까지  22-03-09,부산,부산 강서구,부산광역시 강서구 미음국제3로 112,N,03
주식회사대성메탈,시급,10000,0,주5일근무,학력무관,경력,10,813105,22-01-10,채용시까지  22-03-09,부산,부산 강서구,부산광역시 강서구 미음국제3로 112,N,03
성우정밀공업사,월급,3800000,0,주5일근무,고졸,경력,20,813201,22-01-10,채용시까지  22-03-06,부산,부산 사상구,부산광역시 사상구 낙동대로1428번길 9,N,03
조은공업(주),시급,9160,9160,주5일근무,학력무관,관계없음,10,823200,22-01-10,22-02-15,부산,부산 강서구,부산광역시 강서구 화전산단5로38번길 32,Y,03
(주)금강,시급,10000,0,주5일근무,학력무관,경력,10,816100,22-01-07,채용시까지  22-03-06,부산,부산 사하구,부산광역시 사하구 다산로 170,Y,03
(주)동서기연,연봉,30000000,32000000,주5일근무,대졸(2~3년),관계없음,10,028400,22-01-07,채용시까지  22-02-28,부산,부산 강서구,부산광역시 강서구 녹산산단46로 75,N,03
마린리서치(주),연봉,30000000,35000000,주5일근무,학력무관,경력,10,542004,22-01-07,채용시까지  22-03-06,부산,부산 영도구,부산광역시 영도구 태종로827번길 27,Y,03
대동엔텍주식회사,시급,16250,16250,주5일근무,학력무관,경력,10,822301,22-01-07,22-02-06,부산,부산 강서구,부산광역시 강서구 녹산산단77로22번길 37,N,03
(주)디케이금속,연봉,32000000,0,주6일근무,학력무관,관계없음,10,890001,22-01-07,채용시까지  22-03-06,부산,부산 강서구,부산광역시 강서구 범방2로 100,Y,03
대동엔텍주식회사,시급,9160,9160,주5일근무,학력무관,관계없음,10,821200,22-01-07,22-02-06,부산,부산 강서구,부산광역시 강서구 녹산산단77로22번길 37,N,03
(주)모노인더스트리,월급,2700000,0,주5일근무,고졸,관계없음,10,028404,22-01-07,채용시까지  22-03-06,부산,부산 강서구,부산광역시 강서구 녹산산단261로73번길 10,N,03
(주)월드퍼니처,시급,9160,10000,주5일근무,학력무관,관계없음,10,883101,22-01-06,채용시까지  22-02-28,부산,부산 강서구,부산광역시 강서구 과학산단2로42번길 23,N,03
아쿠아셀주식회사,연봉,45000000,55000000,주5일근무,대졸(2~3년),경력,10,151109,22-01-06,22-02-15,부산,부산 강서구,부산광역시 강서구 낙동남로533번길 100,N,03
(주)효성씨오티,시급,9160,9160,주5일근무,고졸,관계없음,20,817200,22-01-06,채용시까지  22-03-04,부산,부산 사하구,부산광역시 사하구 다산로175번길 43,N,03
하이젠모터(주),월급,3000000,4000000,주5일근무,대졸(2~3년),경력,10,612102,22-01-06,22-02-25,부산,부산 사상구,부산광역시 사상구 학감대로 257,N,03
재영산업,연봉,32000000,0,주5일근무,대졸(2~3년),경력,10,028402,22-01-06,채용시까지  22-03-04,부산,부산 사하구,부산광역시 사하구 을숙도대로 591,N,03
(주)한울정보통신,월급,1914440,0,주5일근무,고졸,관계없음,10,027206,22-01-06,22-02-06,부산,부산 해운대구,부산광역시 해운대구 해운대로1105번길 32-7,Y,03
(주)일진앤드,연봉,28000000,0,주5일근무,대졸(2~3년),관계없음,10,817300,22-01-06,22-03-05,부산,부산 기장군,부산광역시 기장군 정관읍 산단5로 76-58,N,03
(주)호창MF,연봉,40000000,0,주5일근무,학력무관,경력,10,813202,22-01-05,채용시까지  22-03-04,부산,부산 강서구,부산광역시 강서구 과학산단로 417,N,03
(주)대림기공,시급,9500,9500,주5일근무,학력무관,관계없음,10,561100,22-01-05,22-02-28,부산,부산 강서구,부산광역시 강서구 녹산산단261로14번길 45-19,Y,03
동진테크,시급,9160,0,주5일근무,고졸,경력,10,027204,22-01-05,채용시까지  22-03-03,부산,부산 강서구,부산광역시 강서구 녹산산단261로73번길 13,N,03
(주)동양휄트오일씰,시급,9400,9600,주5일근무,학력무관,관계없음,10,821200,22-01-05,채용시까지  22-03-04,부산,부산 강서구,부산광역시 강서구 미음국제5로 168,N,03
(주)디유티코리아,연봉,30000000,45000000,주5일근무,대졸(4년),경력,10,151101,22-01-04,채용시까지  22-02-25,부산,부산 강서구,부산광역시 강서구 화전산단1로 173,N,03
광명잉크제조(주),월급,1914440,0,주5일근무,학력무관,관계없음,20,890000,22-01-04,채용시까지  22-02-25,부산,부산 강서구,부산광역시 강서구 녹산산단165로 6,Y,03
정유니브주식회사,월급,2000000,2200000,주5일근무,고졸,관계없음,10,415501,22-01-03,22-02-28,부산,부산 남구,부산광역시 남구 수영로 312,N,03
인우테크,월급,2000000,0,주5일근무,학력무관,관계없음,10,624103,22-01-03,채용시까지  22-02-28,부산,부산 사상구,부산광역시 사상구 새벽시장로45번길 53-8,N,03
(주)경한이앤씨,연봉,24000000,0,주5일근무,고졸,관계없음,10,151106,22-01-03,22-02-27,부산,부산 해운대구,부산광역시 해운대구 센텀중앙로 60,N,03
신동정밀,시급,9160,0,주5일근무,학력무관,관계없음,10,890000,22-01-03,채용시까지  22-03-02,부산,부산 강서구,부산광역시 강서구 체육공원로6번길 47-17,N,03
(주)원프렌지,일급,90000,0,주5일근무,고졸,경력,10,821200,21-12-31,22-02-17,부산,부산 사상구,부산광역시 사상구 대동로 185,N,03
(주)해성피팅,시급,12000,0,주5일근무,학력무관,경력,10,813201,21-12-30,채용시까지  22-02-27,부산,부산 강서구,부산광역시 강서구 가락대로1182번길 136,N,03
주식회사에이치케이,연봉,30000000,31000000,주5일근무,대졸(2~3년),관계없음,10,811101,21-12-29,채용시까지  22-02-27,부산,부산 사상구,부산광역시 사상구 괘감로 37,Y,03
(주)한성엠엔에스,시급,9500,0,주5일근무,학력무관,관계없음,10,852202,21-12-29,채용시까지  22-02-27,부산,부산 강서구,부산광역시 강서구 미음국제4로 47,N,03
에스원건설(주),연봉,45000000,55000000,주5일근무,고졸,경력,10,140700,21-12-24,채용시까지  22-02-23,부산,부산 해운대구,부산광역시 해운대구 구남로18번길 24,N,03
(주)디유티코리아,연봉,25000000,0,주5일근무,학력무관,경력,10,811100,21-12-22,채용시까지  22-02-21,부산,부산 강서구,부산광역시 강서구 화전산단1로 173,N,03
(주)태광레이저,월급,3000000,0,주5일근무,학력무관,관계없음,10,813212,21-12-22,채용시까지  22-02-21,부산,부산 사상구,부산광역시 사상구 강변대로456번길 33-11,N,03
주식회사신원미크론,시급,9160,0,주5일근무,학력무관,관계없음,10,813200,21-12-22,채용시까지  22-02-18,부산,부산 기장군,부산광역시 기장군 장안읍 장안산단7로 50,N,03
한국유수압,연봉,34000000,0,주6일근무,고졸,경력,10,816200,21-12-21,22-02-18,부산,부산 강서구,부산광역시 강서구 녹산산단289로 37,Y,03
대흥테크(주),연봉,36000000,38000000,주5일근무,대졸(2~3년),경력,10,028400,21-12-21,채용시까지  22-02-20,부산,부산 사상구,부산광역시 사상구 새벽로223번길 121,N,03
동방테크주식회사,시급,9160,0,주5일근무,고졸,관계없음,20,813201,21-12-20,채용시까지  22-02-19,부산,부산 사상구,부산광역시 사상구 학감대로178번길 80,N,03
조은공업(주),시급,9160,10000,주5일근무,학력무관,관계없음,10,813206,21-12-16,22-02-15,부산,부산 강서구,부산광역시 강서구 화전산단5로38번길 32,Y,03
엑스티지주식회사,시급,15000,20000,주5일근무,학력무관,경력,20,824106,21-12-15,채용시까지  22-02-14,부산,부산 기장군,부산광역시 기장군 장안읍 명례산단4로 65-17,Y,03
(주)태흥테크,연봉,28000000,0,주5일근무,대졸(2~3년),신입,10,612407,21-12-15,채용시까지  22-02-14,부산,부산 기장군,부산광역시 기장군 장안산단9로 172,N,03
(주)태흥테크,연봉,28000000,0,주5일근무,학력무관,신입,10,028302,21-12-15,채용시까지  22-02-14,부산,부산 기장군,부산광역시 기장군 장안산단9로 172,N,03
대흥테크(주),연봉,30000000,40000000,주5일근무,학력무관,경력,10,824104,21-12-14,채용시까지  22-02-13,부산,부산 사상구,부산광역시 사상구 새벽로223번길 121,N,03
(주)녹채원,연봉,24000000,35000000,주5일근무,학력무관,관계없음,10,305000,21-12-14,채용시까지  22-02-13,부산,부산 강서구,부산광역시 강서구 녹산산업중로 348,N,03
(주)시퍼스파이프라인,월급,2800000,3000000,주5일근무,학력무관,경력,20,813201,21-12-14,채용시까지  22-02-13,부산,부산 강서구,부산광역시 강서구 화전산단6로54번길 20,N,03
지산특수토건(주),월급,4000000,4500000,주5일근무,대졸(4년),경력,10,140301,21-12-09,채용시까지  22-02-08,부산,부산 사상구,부산광역시 사상구 학장로63번길 46,N,03
(주)대립,연봉,32000000,35000000,주5일근무,대졸(2~3년),경력,10,028302,21-12-09,채용시까지  22-02-08,부산,부산 강서구,부산광역시 강서구 과학산단로333번길 22,Y,03
(주)대립,연봉,35000000,40000000,주5일근무,대졸(2~3년),경력,10,028402,21-12-09,채용시까지  22-02-08,부산,부산 강서구,부산광역시 강서구 과학산단로333번길 22,Y,03
(주)녹채원,연봉,45000000,0,주5일근무,학력무관,경력,10,015101,21-12-09,채용시까지  22-02-08,부산,부산 강서구,부산광역시 강서구 녹산산업중로 348,N,03
(주)동진다이닝,연봉,40000000,0,주5일근무,고졸,관계없음,10,612407,21-12-09,22-02-08,부산,부산 사하구,부산광역시 사하구 하신번영로127번길 25,N,03
(주)태흥테크,연봉,28000000,0,주5일근무,대졸(2~3년),신입,10,026301,21-12-08,채용시까지  22-02-07,부산,부산 기장군,부산광역시 기장군 장안산단9로 172,N,03
주식회사 이도,연봉,25000000,0,주5일근무,대졸(2~3년),관계없음,10,140300,21-12-06,채용시까지  22-02-05,부산,부산 해운대구,부산광역시 해운대구 센텀중앙로 90,N,03
(주)삼일산업,연봉,30000000,45000000,주6일근무,대졸(2~3년),관계없음,10,151104,22-02-05,채용시까지  22-03-31,대구,대구 달성군,대구광역시 달성군 구지면 국가산단대로46길 41,Y,03
유징테크주식회사,월급,2500000,4500000,주5일근무,대졸(4년),관계없음,10,133200,22-02-04,채용시까지  22-03-03,대구,대구 수성구,대구광역시 수성구 알파시티1로 160,Y,03
현대코퍼레이션(주),연봉,34000000,0,주5일근무,고졸,경력,10,624103,22-02-04,22-03-07,대구,대구 달서구,대구광역시 달서구 성서로24길 4,Y,03
(주)에스제이이노테크,연봉,30000000,0,주5일근무,학력무관,경력,10,835200,22-02-04,채용시까지  22-03-31,대구,대구 달서구,대구광역시 달서구 호산동로 137,N,03
(주)에스제이이노테크,연봉,24000000,40000000,주5일근무,학력무관,관계없음,10,028302,22-02-04,채용시까지  22-03-04,대구,대구 달서구,대구광역시 달서구 호산동로 137,N,03
(주)창영정밀,시급,9160,0,주5일근무,학력무관,신입,10,813211,22-02-04,22-02-20,대구,대구 달서구,대구광역시 달서구 성서공단로21길 6,N,03
(주)창영정밀,연봉,36000000,40000000,주5일근무,학력무관,경력,10,813203,22-02-04,22-02-20,대구,대구 달서구,대구광역시 달서구 성서공단로21길 6,N,03
제일산업,월급,2300000,2500000,주6일근무,중졸,관계없음,10,624103,22-02-04,22-02-19,대구,대구 북구,대구광역시 북구 노원로1길 47,N,03
(주)티앤테크,연봉,29000000,0,주5일근무,대졸(2~3년),경력,10,133200,22-02-04,채용시까지  22-04-02,대구,대구 동구,대구광역시 동구 화랑로 449,Y,03
(주)티앤테크,연봉,29000000,29000000,주5일근무,대졸(2~3년),신입,10,612106,22-02-04,채용시까지  22-04-02,대구,대구 동구,대구광역시 동구 화랑로 449,Y,03
(주)신창테크,월급,2300000,2800000,주5일근무,학력무관,경력,10,821200,22-02-04,22-02-19,대구,대구 달서구,대구광역시 달서구 성서공단남로 191,N,03
(주)대한실업,월급,2300000,0,주6일근무,학력무관,관계없음,20,029506,22-02-04,22-02-19,대구,대구 달서구,대구광역시 달서구 성서로72길 82,N,03
주식회사에스에스이티,시급,9160,0,주6일근무,학력무관,관계없음,10,817200,22-02-04,22-02-18,대구,대구 달서구,대구광역시 달서구 달서대로58길 41,N,03
창신정산,시급,9160,0,주5일근무,학력무관,경력,10,813207,22-02-04,채용시까지  22-02-20,대구,대구 북구,대구광역시 북구 노원로1길 84-5,N,03
(주)S-TECH,연봉,35000000,0,주5일근무,대졸(2~3년),관계없음,10,133204,22-02-03,22-02-20,대구,대구 달성군,대구광역시 달성군 다사읍 세천로3길 33,N,03
(주)진명아이앤씨,연봉,30000000,40000000,주5일근무,대졸(4년),경력,10,026100,22-02-03,22-03-05,대구,대구 수성구,대구광역시 수성구 알파시티1로31길 5,N,03
(주)신우탑텍,시급,9160,0,주5일근무,학력무관,관계없음,10,890000,22-02-03,채용시까지  22-03-31,대구,대구 달성군,대구광역시 달성군 구지면 달성2차1로 37,N,03
디에이치정밀(주),연봉,30000000,0,주5일근무,학력무관,관계없음,10,890001,22-02-03,22-02-18,대구,대구 달성군,대구광역시 달성군 다사읍 세천로1길 129,N,03
(주)신우탑텍,시급,9160,0,주5일근무,학력무관,경력,10,821200,22-02-03,채용시까지  22-03-31,대구,대구 달성군,대구광역시 달성군 구지면 달성2차1로 37,N,03
대경TC,월급,2200000,2500000,주5일근무,학력무관,관계없음,10,813212,22-02-03,채용시까지  22-04-02,대구,대구 달서구,대구광역시 달서구 달서대로91길 114,N,03
대경TC,월급,2500000,3000000,주5일근무,고졸,관계없음,10,824100,22-02-03,채용시까지  22-04-02,대구,대구 달서구,대구광역시 달서구 달서대로91길 114,N,03
(주)나이스맥,월급,2100000,3000000,주6일근무,학력무관,관계없음,20,813200,22-02-03,22-03-04,대구,대구 달성군,대구광역시 달성군 다사읍 세천로1길 151,N,03
(주)진일공업,시급,9160,0,주5일근무,학력무관,경력,10,622301,22-02-03,22-02-19,대구,대구 달서구,대구광역시 달서구 성서공단북로5길 23,Y,03
(주)한남라이팅,월급,2500000,0,주5일근무,학력무관,경력,10,824102,22-02-03,22-02-28,대구,대구 달성군,대구광역시 달성군 다사읍 세천로1길 143,N,03
(주)한남라이팅,연봉,32400000,0,주5일근무,학력무관,관계없음,10,026103,22-02-03,22-02-28,대구,대구 달성군,대구광역시 달성군 다사읍 세천로1길 143,N,03
대영코어텍(주),연봉,26600000,0,주5일근무,학력무관,관계없음,10,029506,22-02-03,22-02-17,대구,대구 달성군,대구광역시 달성군 유가면 테크노순환로8길 8,N,03
대영코어텍(주),연봉,30000000,0,주5일근무,대졸(2~3년),관계없음,10,026103,22-02-03,22-02-17,대구,대구 달성군,대구광역시 달성군 유가면 테크노순환로8길 8,N,03
(주)비에스케이바이오,연봉,25000000,40000000,주5일근무,대졸(4년),신입,10,015100,22-02-03,22-02-18,대구,대구 동구,대구광역시 동구 동내로 76,N,03
(주)삼화테크,월급,2400000,0,주5일근무,학력무관,경력,20,623004,22-02-03,22-02-28,대구,대구 달서구,대구광역시 달서구 성서공단남로 132,Y,03
(주)시스픽,연봉,24000000,0,주5일근무,학력무관,경력,10,415406,22-01-28,22-02-28,대구,대구 북구,대구광역시 북구 침산로67길 39,N,03
(주)메가콤,월급,2300000,2800000,주5일근무,학력무관,경력,10,027103,22-01-28,22-02-13,대구,대구 동구,대구광역시 동구 율암로 74,Y,03
(주)메가콤,연봉,27000000,38000000,주5일근무,학력무관,경력,10,811100,22-01-28,22-02-13,대구,대구 동구,대구광역시 동구 율암로 74,Y,03
대영코어텍(주),연봉,29500000,0,주5일근무,학력무관,관계없음,10,816200,22-01-28,22-02-11,대구,대구 달성군,대구광역시 달성군 유가면 테크노순환로8길 8,N,03
엘씨제이몰드테크,연봉,35000000,0,주5일근무,고졸,관계없음,10,028302,22-01-28,22-02-13,대구,대구 북구,대구광역시 북구 검단로 135,N,03
전진바이오팜(주),연봉,28000000,32000000,주5일근무,대졸(4년),경력,10,154104,22-01-28,22-02-25,대구,대구 달서구,대구광역시 달서구 성서공단북로 295,N,03
구일정밀,시급,9160,9260,주5일근무,학력무관,경력,10,813200,22-01-27,채용시까지  22-03-26,대구,대구 달서구,대구광역시 달서구 성서공단북로5길 29,N,03
에이스이노텍(주),월급,2000000,0,주5일근무,고졸,관계없음,10,852402,22-01-27,채용시까지  22-03-26,대구,대구 달성군,대구광역시 달성군 다사읍 세천로1길 12,N,03
에이스이노텍(주),월급,2000000,0,주5일근무,고졸,관계없음,10,826900,22-01-27,채용시까지  22-03-26,대구,대구 달성군,대구광역시 달성군 다사읍 세천로1길 12,N,03
델타캐스트(주),시급,9160,0,주5일근무,학력무관,관계없음,20,823400,22-01-27,22-02-11,대구,대구 달성군,대구광역시 달성군 논공읍 논공로91길 59,Y,03
(주)에너피아,연봉,24000000,30000000,주5일근무,학력무관,신입,10,835100,22-01-27,채용시까지  22-02-10,대구,대구 달성군,대구광역시 달성군 구지면 국가산단서로71길 20-35,N,03
태진ENG,연봉,33000000,0,주5일근무,학력무관,신입,10,028302,22-01-27,22-02-28,대구,대구 달서구,대구광역시 달서구 성서공단북로 377,N,03
주식회사씨앤보코,연봉,23000000,25000000,주5일근무,대졸(2~3년),관계없음,10,027100,22-01-27,채용시까지  22-03-26,대구,대구 서구,대구광역시 서구 달구벌대로371길 3,N,03
(주)신정기공,시급,14000,14500,주5일근무,학력무관,경력,10,813205,22-01-27,22-02-11,대구,대구 달성군,대구광역시 달성군 구지면 국가산단대로28길 71,Y,03
(주)삼양금속,연봉,26000000,0,주5일근무,학력무관,관계없음,10,026103,22-01-27,채용시까지  22-03-25,대구,대구 달성군,대구광역시 달성군 구지면 달성2차동1로 15,N,03
(주)삼양금속,연봉,26000000,0,주5일근무,학력무관,관계없음,10,813200,22-01-27,채용시까지  22-02-28,대구,대구 달성군,대구광역시 달성군 구지면 달성2차동1로 15,N,03
도미니크,월급,1914440,1914440,주5일근무,대졸(4년),관계없음,10,026102,22-01-26,채용시까지  22-03-25,대구,대구 북구,대구광역시 북구 검단로 135,N,03
(주)엔엘테크,시급,9160,0,주5일근무,학력무관,신입,10,885900,22-01-26,22-02-20,대구,대구 달성군,대구광역시 달성군 논공읍 논공로91길 71-31,N,03
태광에이텍주식회사,시급,9160,0,주5일근무,학력무관,관계없음,10,852402,22-01-26,채용시까지  22-03-25,대구,대구 달성군,대구광역시 달성군 현풍면 지동길 142,Y,03
삼보하이테크,시급,9160,0,주5일근무,학력무관,관계없음,10,813100,22-01-26,채용시까지  22-03-25,대구,대구 달성군,대구광역시 달성군 논공읍 비슬로 1561-6,N,03
(주)Y.M.P,시급,9160,0,주5일근무,학력무관,관계없음,10,852402,22-01-26,22-02-11,대구,대구 달성군,대구광역시 달성군 구지면 달성2차동1로 46,Y,03
(주)엔터인,연봉,25000000,33000000,주5일근무,학력무관,관계없음,10,133301,22-01-25,채용시까지  22-03-24,대구,대구 수성구,대구광역시 수성구 알파시티1로 115,Y,03
국제쟉크,월급,2000000,2000000,주5일근무,학력무관,관계없음,10,890001,22-01-25,채용시까지  22-02-24,대구,대구 달성군,대구광역시 달성군 옥포면 능전길 68,N,03
(주)태산철강,시급,10000,10000,주5일근무,중졸,관계없음,10,816200,22-01-25,채용시까지  22-02-28,대구,대구 달서구,대구광역시 달서구 성서공단남로6길 24,N,03
경동공업(주),월급,3000000,3000000,주5일근무,학력무관,경력,10,028400,22-01-25,채용시까지  22-03-24,대구,대구 달성군,대구광역시 달성군 다사읍 세천로1길 76-8,Y,03
(주)하이테크디젤,월급,3000000,0,주5일근무,학력무관,경력,10,159103,22-01-25,22-02-15,대구,대구 달성군,대구광역시 달성군 화원읍 설화본길 58-1,N,03
(주)신정기공,시급,9160,0,주5일근무,학력무관,경력,10,813202,22-01-25,22-02-09,대구,대구 달성군,대구광역시 달성군 구지면 국가산단대로28길 71,Y,03
인성데이타(주),연봉,26000000,28000000,주5일근무,대졸(2~3년),관계없음,10,026102,22-01-24,채용시까지  22-03-23,대구,대구 서구,대구광역시 서구 북비산로 369,Y,03
상명산업,월급,1914440,0,주5일근무,학력무관,관계없음,10,852202,22-01-24,채용시까지  22-03-23,대구,대구 달성군,대구광역시 달성군 현풍면 현풍서로 64,N,03
신한환경기술(주),월급,2400000,4500000,주5일근무,대졸(2~3년),관계없음,10,151104,22-01-24,22-02-23,대구,대구 달서구,대구광역시 달서구 성서공단북로2길 18,N,03
(주)엔엘테크,시급,9160,0,주5일근무,학력무관,관계없음,10,885900,22-01-24,22-02-15,대구,대구 달성군,대구광역시 달성군 논공읍 논공로91길 71-31,N,03
(주)엔엘테크,연봉,37000000,0,주5일근무,학력무관,관계없음,10,028402,22-01-24,22-02-10,대구,대구 달성군,대구광역시 달성군 논공읍 논공로91길 71-31,N,03
월드폴리머,연봉,35000000,0,주5일근무,학력무관,경력,10,813202,22-01-24,22-02-11,대구,대구 달서구,대구광역시 달서구 달서대로88길 8-15,N,03
우성정공,시급,9160,10000,주5일근무,학력무관,신입,10,813210,22-01-24,22-02-05,대구,대구 달성군,대구광역시 달성군 논공읍 비슬로262길 35-10,N,03
네츄럴이미지,월급,1900000,2000000,주5일근무,대졸(4년),관계없음,11,415406,22-01-24,22-02-28,대구,대구 수성구,대구광역시 수성구 무열로 187,N,03
(주)솔지,월급,2300000,0,주5일근무,대졸(2~3년),경력,20,027200,22-01-21,채용시까지  22-03-20,대구,대구 달성군,대구광역시 달성군 다사읍 세천북로8길 11,Y,03
경북산업사,시급,9160,9160,주5일근무,학력무관,관계없음,10,852401,22-01-21,채용시까지  22-03-20,대구,대구 달성군,대구광역시 달성군 다사읍 서재로33길 3,N,03
(주)베스툴,시급,9160,9300,주5일근무,학력무관,관계없음,10,890007,22-01-21,채용시까지  22-02-28,대구,대구 달서구,대구광역시 달서구 성서로 105,N,03
신원정공,월급,1970720,0,주6일근무,고졸,경력,10,027208,22-01-21,22-02-20,대구,대구 북구,대구광역시 북구 노원동로3길 38,N,03
한영공업사,시급,9160,0,주6일근무,학력무관,관계없음,10,852202,22-01-21,22-02-12,대구,대구 달서구,대구광역시 달서구 호산로 5,N,03
(주)광성공업,시급,9200,0,주5일근무,학력무관,관계없음,10,890000,22-01-21,채용시까지  22-02-28,대구,대구 북구,대구광역시 북구 검단로31길 15,N,03
(주)대한실업,월급,2920000,0,주6일근무,학력무관,관계없음,20,890000,22-01-21,22-02-05,대구,대구 달서구,대구광역시 달서구 성서로72길 82,N,03
(주)썬텍엔지니어링,연봉,36000000,0,주5일근무,대졸(4년),관계없음,10,612400,22-01-21,22-02-20,대구,대구 달성군,대구광역시 달성군 구지면 국가산단대로34길 30,Y,03
(주)썬텍엔지니어링,연봉,36000000,0,주5일근무,대졸(4년),경력,10,028306,22-01-21,22-02-20,대구,대구 달성군,대구광역시 달성군 구지면 국가산단대로34길 30,Y,03
(주)썬텍엔지니어링,연봉,36000000,0,주5일근무,대졸(4년),관계없음,10,026103,22-01-21,22-02-20,대구,대구 달성군,대구광역시 달성군 구지면 국가산단대로34길 30,Y,03
(주)썬텍엔지니어링,연봉,40000000,0,주5일근무,대졸(4년),관계없음,10,153101,22-01-21,22-02-20,대구,대구 달성군,대구광역시 달성군 구지면 국가산단대로34길 30,Y,03
(주)썬텍엔지니어링,연봉,32000000,0,주5일근무,고졸,관계없음,10,028404,22-01-21,22-02-20,대구,대구 달성군,대구광역시 달성군 구지면 국가산단대로34길 30,Y,03
(주)썬텍엔지니어링,연봉,32000000,0,주5일근무,대졸(2~3년),관계없음,10,612900,22-01-21,22-02-20,대구,대구 달성군,대구광역시 달성군 구지면 국가산단대로34길 30,Y,03
일성정밀,시급,9160,0,주5일근무,학력무관,경력,10,813204,22-01-20,채용시까지  22-03-11,대구,대구 북구,대구광역시 북구 오봉로24길 5-10,N,03
(주)세신정밀,연봉,28000000,0,주5일근무,대졸(4년),경력,10,026103,22-01-20,채용시까지  22-03-19,대구,대구 달성군,대구광역시 달성군 다사읍 세천로1길 52,N,03
(주)미주테크,연봉,30000000,40000000,주5일근무,학력무관,경력,10,026103,22-01-20,22-02-13,대구,대구 달성군,대구광역시 달성군 다사읍 세천로3길 57,N,03
(주)이엘씨,연봉,35000000,40000000,주5일근무,대졸(2~3년),경력,10,131201,22-01-20,채용시까지  22-03-19,대구,대구 달서구,대구광역시 달서구 호산동로7길 21,N,03
(주)레이월드,연봉,30000000,0,주5일근무,학력무관,경력,20,133301,22-01-20,채용시까지  22-02-28,대구,대구 동구,대구광역시 동구 매여로1길 37-12,N,03
(주)울트라테크,시급,9160,9160,주5일근무,학력무관,관계없음,11,890002,22-01-19,채용시까지  22-03-18,대구,대구 달성군,대구광역시 달성군 논공읍 논공로117길 50,N,03
부국디앤피,연봉,23000000,28000000,주5일근무,학력무관,관계없음,10,026102,22-01-19,22-02-18,대구,대구 서구,대구광역시 서구 와룡로100길 46,N,03
윈윈다이아몬드,월급,2000000,0,주5일근무,학력무관,신입,10,825200,22-01-19,채용시까지  22-02-15,대구,대구 북구,대구광역시 북구 팔달북로8길 42,N,03
