company,salTpNm,minSal,maxSal,holidayTpNm,minEdubg,career,empTpCd,jobsCd,regDt,closeDt,region_1,region_2,basicAddr,smCo,coTp
(주)엠스코,연봉,25000000,0,주5일근무,학력무관,관계없음,10,026301,21-12-28,채용시까지  22-02-27,경남,경남 창원시 의창구,경상남도 창원시 의창구 동읍 주남로128번길 10,N,03
제이아이유압(주),월급,2200000,0,주5일근무,학력무관,관계없음,10,028102,21-12-28,22-02-27,경남,경남 창원시 마산합포구,경상남도 창원시 마산합포구 진북면 산단2길 46-34,N,03
(주)프로세이브,월급,2800000,0,주5일근무,학력무관,경력,10,821200,21-12-27,22-02-25,경남,경남 김해시,경상남도 김해시 진례면 테크노밸리1로 115-22,N,03
삼원동관(주),시급,9160,9160,주5일근무,학력무관,관계없음,20,836006,21-12-27,채용시까지  22-02-26,경남,경남 김해시,경상남도 김해시 진영읍 본산로269번길 80,N,03
삼원동관(주),시급,9300,9300,주5일근무,학력무관,경력,10,821200,21-12-27,채용시까지  22-02-26,경남,경남 김해시,경상남도 김해시 진영읍 본산로269번길 80,N,03
금아파워텍(주),월급,3000000,0,주5일근무,학력무관,관계없음,10,016300,21-12-24,채용시까지  22-02-23,경남,경남 진주시,경상남도 진주시 정촌면 산업로111번길 30,N,03
주식회사엘엠에이티,연봉,30000000,35000000,주5일근무,학력무관,관계없음,10,028302,21-12-24,채용시까지  22-02-22,경남,경남 김해시,경상남도 김해시 진영읍 하계로240번길 115,N,03
세일정밀,월급,2000000,4000000,주5일근무,학력무관,경력,10,813206,21-12-23,채용시까지  22-02-22,경남,경남 창원시 의창구,경상남도 창원시 의창구 차상로8번길 45,N,03
(주)일렉콤,연봉,24000000,0,주5일근무,학력무관,관계없음,10,131202,21-12-23,채용시까지  22-02-21,경남,경남 창원시 마산회원구,경상남도 창원시 마산회원구 자유무역3길 177,Y,03
(주)세우,연봉,30000000,33000000,주5일근무,대졸(2~3년),관계없음,10,026301,21-12-23,채용시까지  22-02-22,경남,경남 사천시,경상남도 사천시 사남면 공단2로 51,Y,03
미덤스텍,연봉,26000000,0,주5일근무,대졸(2~3년),관계없음,10,834004,21-12-22,22-02-05,경남,경남 창원시 의창구,경상남도 창원시 의창구 소계로 12,N,03
아신유니텍(주),시급,9160,0,주5일근무,학력무관,관계없음,10,817200,21-12-22,채용시까지  22-02-21,경남,경남 김해시,경상남도 김해시 한림면 한림로816번길 43-1,Y,03
태현테크,월급,2500000,3000000,주6일근무,학력무관,경력,10,821200,21-12-22,채용시까지  22-02-21,경남,경남 김해시,경상남도 김해시 주촌면 서부로1499번길 49-71,N,03
태광엠앤에스주식회사,연봉,30000000,35000000,주5일근무,대졸(2~3년),경력,10,028402,21-12-21,22-02-07,경남,경남 창원시 마산합포구,경상남도 창원시 마산합포구 진북면 산단1길 35,N,03
코리아종합식품(주),월급,1800000,2000000,주5일근무,중졸,관계없음,20,890006,21-12-21,채용시까지  22-02-20,경남,경남 김해시,경상남도 김해시 칠산로 347,N,03
(주)우성하이텍,연봉,30000000,38000000,주5일근무,대졸(2~3년),경력,10,016300,21-12-21,채용시까지  22-02-20,경남,경남 양산시,경상남도 양산시 산막공단북1길 69,Y,03
(주)세원엠티에스,시급,9160,0,주5일근무,학력무관,경력,10,813201,21-12-20,채용시까지  22-02-19,경남,경남 창원시 성산구,경상남도 창원시 성산구 연덕로15번길 49,N,03
(주)에스엠텍,연봉,48000000,50000000,주5일근무,고졸,경력,10,028402,21-12-20,채용시까지  22-02-19,경남,경남 함안군,경상남도 함안군 칠서면 함의로 209-87,N,03
주식회사 이도,연봉,25000000,0,주5일근무,대졸(2~3년),관계없음,10,133101,21-12-20,채용시까지  22-02-19,경남,경남 밀양시,경상남도 밀양시 부북면 사포공단1길 7-1,N,03
삼영중공업(주),시급,9160,0,주5일근무,학력무관,관계없음,10,813201,21-12-20,채용시까지  22-02-19,경남,경남 밀양시,경상남도 밀양시 청도면 청도로 133,N,03
주식회사 이도,연봉,25000000,0,주5일근무,대졸(2~3년),관계없음,10,841900,21-12-20,채용시까지  22-02-19,경남,경남 밀양시,경상남도 밀양시 부북면 사포공단1길 7-1,N,03
(주)금광정밀,일급,80000,0,주5일근무,학력무관,경력,10,813202,21-12-20,채용시까지  22-02-18,경남,경남 함안군,경상남도 함안군 칠원면 용산6길 155-3,N,03
주식회사 킴,연봉,40000000,0,주5일근무,고졸,경력,10,813201,21-12-17,채용시까지  22-02-16,경남,경남 창원시 의창구,경상남도 창원시 의창구 대산면 진산대로 269,Y,03
(주)JJK,연봉,42000000,0,주5일근무,대졸(2~3년),경력,10,028406,21-12-17,채용시까지  22-02-16,경남,경남 양산시,경상남도 양산시 번영로 469,N,03
(주)진성인더스트리,월급,2500000,0,주5일근무,학력무관,경력,10,813207,21-12-17,채용시까지  22-02-15,경남,경남 창녕군,경상남도 창녕군 영산면 서리상촌길 307-89,N,03
(주)금동강건,월급,2200000,0,주5일근무,학력무관,신입,10,824100,21-12-17,채용시까지  22-02-15,경남,경남 밀양시,경상남도 밀양시 초동면 초동농공단지길 56,Y,03
주식회사 신풍산기,연봉,40000000,0,주5일근무,고졸,경력,10,151100,21-12-16,22-02-10,경남,경남 김해시,경상남도 김해시 한림면 용덕로 304,N,03
주식회사서전일렉스,연봉,25000000,30000000,주5일근무,학력무관,관계없음,10,842100,21-12-16,채용시까지  22-02-15,경남,경남 창원시 성산구,경상남도 창원시 성산구 완암로 50,N,03
(주)누리엔지엔지니어링,연봉,24000000,0,주5일근무,학력무관,관계없음,10,026103,21-12-15,채용시까지  22-02-14,경남,경남 거창군,경상남도 거창군 남상면 승강기길 66-33,N,03
(주)대호아이앤티,연봉,28000000,0,주5일근무,학력무관,관계없음,10,133102,21-12-15,채용시까지  22-02-13,경남,경남 창원시 마산회원구,경상남도 창원시 마산회원구 자유무역3길 211,Y,03
(주)대호아이앤티,연봉,28000000,0,주5일근무,학력무관,관계없음,10,133207,21-12-15,채용시까지  22-02-13,경남,경남 창원시 마산회원구,경상남도 창원시 마산회원구 자유무역3길 211,Y,03
엔디티엔지니어링(주),연봉,30000000,32000000,주5일근무,학력무관,관계없음,10,151107,21-12-15,채용시까지  22-02-14,경남,경남 창원시 마산회원구,경상남도 창원시 마산회원구 자유무역4길 11,Y,03
동화NC테크,연봉,27000000,0,주6일근무,학력무관,관계없음,10,852402,21-12-15,채용시까지  22-02-13,경남,경남 양산시,경상남도 양산시 상북면 석계산단2길 113,N,03
동화NC테크,연봉,27000000,0,주6일근무,고졸,관계없음,10,624103,21-12-15,채용시까지  22-02-13,경남,경남 양산시,경상남도 양산시 상북면 석계산단2길 113,N,03
동화NC테크,연봉,28000000,36000000,주6일근무,학력무관,관계없음,10,813210,21-12-15,채용시까지  22-02-13,경남,경남 양산시,경상남도 양산시 상북면 석계산단2길 113,N,03
(주)에스엠텍,시급,9160,0,주5일근무,고졸,신입,10,817200,21-12-14,채용시까지  22-02-13,경남,경남 함안군,경상남도 함안군 칠서면 함의로 209-87,N,03
디에이치테크,시급,9160,0,주5일근무,학력무관,관계없음,10,813207,21-12-14,22-02-13,경남,경남 양산시,경상남도 양산시 산막공단남13길 61,N,03
디에이치테크,월급,2500000,2600000,주5일근무,학력무관,관계없음,10,624103,21-12-14,채용시까지  22-02-13,경남,경남 양산시,경상남도 양산시 산막공단남13길 61,N,03
(주)조은잉크케미칼,월급,1950000,2000000,주5일근무,학력무관,관계없음,10,852301,21-12-13,22-02-12,경남,경남 김해시,경상남도 김해시 상동면 동북로473번길 382-42,N,03
KMI(한국마그네슘산업),연봉,48000000,50000000,주5일근무,대졸(2~3년),경력,10,152100,21-12-10,22-02-09,경남,경남 함안군,경상남도 함안군 칠북면 덕남길 113-29,N,03
(주)성산,연봉,36000000,40000000,주5일근무,학력무관,경력,10,016300,21-12-10,채용시까지  22-02-09,경남,경남 김해시,경상남도 김해시 한림면 김해대로1031번안길 48-14,N,03
삼주이엔지(주),연봉,26000000,30000000,주5일근무,학력무관,경력,10,824100,21-12-09,22-02-08,경남,경남 진주시,경상남도 진주시 정촌면 산업로 58,N,03
삼주이엔지(주),연봉,26000000,30000000,주5일근무,학력무관,관계없음,10,824107,21-12-09,22-02-08,경남,경남 진주시,경상남도 진주시 정촌면 산업로 58,N,03
주식회사동훈산업,시급,10000,0,주5일근무,학력무관,관계없음,10,623001,21-12-09,채용시까지  22-02-07,경남,경남 김해시,경상남도 김해시 한림면 용덕로302번길 42,N,03
KMI(한국마그네슘산업),시급,9160,0,주6일근무,학력무관,관계없음,10,823300,21-12-08,채용시까지  22-02-07,경남,경남 함안군,경상남도 함안군 칠북면 덕남길 113-29,N,03
(주)세일벤텍,월급,2000000,0,주5일근무,고졸,신입,10,813209,21-12-08,채용시까지  22-02-07,경남,경남 김해시,경상남도 김해시 진례면 고모로581번길 10,N,03
성우정밀,연봉,50000000,0,주6일근무,대졸(2~3년),경력,10,813104,21-12-07,채용시까지  22-02-06,경남,경남 창원시 마산회원구,경상남도 창원시 마산회원구 봉암공단1길 87,N,03
엔디티엔지니어링(주),시급,9160,10000,주5일근무,학력무관,관계없음,10,890000,21-12-07,채용시까지  22-02-06,경남,경남 창원시 마산회원구,경상남도 창원시 마산회원구 자유무역4길 11,Y,03
주식회사 대명중공업,월급,3000000,0,주5일근무,학력무관,경력,10,824104,21-12-06,채용시까지  22-02-05,경남,경남 김해시,경상남도 김해시 한림면 김해대로 1576-40,N,03
대신엔지니어링,월급,2500000,2500000,주5일근무,대졸(4년),경력,10,151100,21-12-06,채용시까지  22-02-05,경남,경남 창원시 성산구,경상남도 창원시 성산구 곰절길9번길 26,N,03
영농조합법인무궁무진,월급,2000000,0,주5일근무,학력무관,관계없음,10,872200,22-02-03,채용시까지  22-04-02,제주,제주 제주시,제주특별자치도 제주시 도두봉2길 36,N,03
록산에버그린(주),월급,2000000,2100000,주5일근무,학력무관,신입,10,026301,22-02-03,22-02-28,제주,제주 제주시,제주특별자치도 제주시 노연로 12,N,03
(주)틸론,연봉,30000000,50000000,주5일근무,대졸(2~3년),경력,10,133301,22-02-03,채용시까지  22-02-17,제주,제주 제주시,제주특별자치도 제주시 첨단로 213-3,N,03
록산에버그린(주),월급,2200000,2200000,주5일근무,학력무관,신입,20,541904,22-02-03,22-02-28,제주,제주 제주시,제주특별자치도 제주시 노연로 12,N,03
제주산업주식회사,연봉,37000000,0,주5일근무,대졸(2~3년),경력,10,027103,22-01-27,22-02-11,제주,제주 제주시,제주특별자치도 제주시 송이길 206,N,03
대경엔지니어링,월급,3400000,3500000,주5일근무,학력무관,경력,10,834004,22-01-25,채용시까지  22-03-24,제주,제주 서귀포시,제주특별자치도 서귀포시 안덕면 광평로 34-156,N,03
(주)잡플러스,월급,2640000,3000000,주5일근무,학력무관,관계없음,10,622906,22-01-13,채용시까지  22-03-12,제주,제주 제주시,제주특별자치도 제주시 오광로 24,N,03
록산에버그린(주),월급,2200000,0,주5일근무,학력무관,경력,10,026201,22-01-10,22-02-28,제주,제주 제주시,제주특별자치도 제주시 서광로 107-6,N,03
대경엔지니어링,월급,2700000,2800000,주6일근무,학력무관,경력,10,834000,21-12-27,채용시까지  22-02-20,제주,제주 제주시,제주특별자치도 제주시 첨단로 322,N,03
신한콘크리트,월급,1950000,0,주5일근무,학력무관,관계없음,20,890000,21-12-24,채용시까지  22-02-23,제주,제주 제주시,제주특별자치도 제주시 애월읍 광상로 173,N,03
록산에버그린(주),월급,2500000,0,주5일근무,학력무관,경력,10,026200,21-12-24,채용시까지  22-02-23,제주,제주 제주시,제주특별자치도 제주시 서광로 107-6,N,03
(주)섬엔지니어링,연봉,40000000,0,주5일근무,대졸(2~3년),경력,10,131201,21-12-22,채용시까지  22-02-21,제주,제주 제주시,제주특별자치도 제주시 월랑로 27,Y,03
재단법인 한국공예디자인문화진흥원,월급,2565680,2565680,주5일근무,학력무관,관계없음,20,026100,22-02-04,22-02-18,서울,서울 종로구,서울특별시 종로구 율곡로 53,N,04
재단법인 한국공예디자인문화진흥원,월급,2565680,2565680,주5일근무,학력무관,관계없음,20,025500,22-02-04,22-02-18,서울,서울 종로구,서울특별시 종로구 율곡로 53,N,04
재단법인 한국공예디자인문화진흥원,월급,2565680,2565680,주5일근무,학력무관,관계없음,20,027100,22-02-04,22-02-18,서울,서울 종로구,서울특별시 종로구 율곡로 53,N,04
한국과학기술원,월급,2267000,2267000,주5일근무,대졸(4년),관계없음,20,029505,22-02-04,22-02-15,서울,서울 동대문구,서울특별시 동대문구 회기로 85,N,04
한국과학기술원,월급,2267000,2267000,주5일근무,대졸(4년),관계없음,20,025500,22-02-04,22-02-08,서울,서울 동대문구,서울특별시 동대문구 회기로 85,N,04
(재)남도학숙,연봉,26000000,0,주5일근무,학력무관,경력,20,026306,22-02-04,22-02-14,서울,서울 동작구,서울특별시 동작구 여의대방로44길 46,N,04
(재)남도학숙,연봉,26000000,0,주5일근무,학력무관,관계없음,10,814000,22-02-04,22-02-14,서울,서울 은평구,서울특별시 은평구 은평로21길 52,N,04
정동극장,월급,1920000,0,주5일근무,대졸(2~3년),관계없음,20,414700,22-02-03,22-02-07,서울,서울 중구,서울특별시 중구 정동길 43,N,04
한국기술교육대학교,월급,2204700,2204700,주5일근무,학력무관,관계없음,20,025500,22-01-28,22-02-07,서울,서울 중구,서울특별시 중구 퇴계로 10,N,04
재단법인아이오엠이민정책연구원(IOMMRTC),월급,2500000,2500000,주5일근무,학력무관,관계없음,20,026301,22-01-28,22-02-10,서울,서울 양천구,서울특별시 양천구 목동남로 93,N,04
한국의료분쟁조정중재원,연봉,23123000,75421000,주5일근무,고졸,관계없음,10,025500,22-01-27,22-02-10,서울,서울 중구,서울특별시 중구 후암로 110,N,04
북한이탈주민지원재단,월급,2040000,2040000,주5일근무,학력무관,관계없음,10,231400,22-01-26,22-02-11,서울,서울 마포구,서울특별시 마포구 새창로 7,N,04
해양수산과학기술진흥원,연봉,29000000,48000000,주5일근무,학력무관,관계없음,20,025500,22-01-25,22-02-09,서울,서울 서초구,서울특별시 서초구 마방로 60,N,04
한일산업기술협력재단,연봉,33000000,36000000,주5일근무,석사,관계없음,20,024200,22-01-19,22-02-08,서울,서울 강남구,서울특별시 강남구 선릉로131길 18-4,N,04
한국문화정보원,연봉,27352000,27352000,주5일근무,고졸,관계없음,20,025500,22-01-17,22-02-08,서울,서울 마포구,서울특별시 마포구 월드컵북로 400,N,04
(재)남도학숙,월급,1962000,0,주5일근무,학력무관,관계없음,10,532302,21-12-22,22-02-07,서울,서울 동작구,서울특별시 동작구 여의대방로44길 46,N,04
부산대학교,월급,2397000,2595000,주5일근무,석사,관계없음,20,025500,22-02-03,22-02-16,부산,부산 금정구,부산광역시 금정구 부산대학로63번길 2,N,04
한국해양과학기술원부설선박해양플랜트연구소,일급,90000,90000,주5일근무,대졸(4년),관계없음,20,025500,22-02-03,22-02-13,부산,부산 강서구,부산광역시 강서구 생곡로189번길 10,N,04
한국해양대학교,월급,1914440,1914440,주5일근무,대졸(4년),관계없음,20,026300,21-12-30,채용시까지  22-02-27,부산,부산 영도구,부산광역시 영도구 태종로 727,N,04
(재)인천테크노파크,연봉,23714000,69116000,주5일근무,대졸(2~3년),관계없음,20,221900,22-02-04,22-02-21,인천,인천 연수구,인천광역시 연수구 갯벌로 12,N,04
인천항보안공사,연봉,29000000,39000000,주5일근무,대졸(2~3년),신입,20,158400,22-01-26,22-02-10,인천,인천 중구,인천광역시 중구 서해대로 365,N,04
인천항보안공사,연봉,28000000,28000000,주5일근무,학력무관,신입,10,541300,22-01-26,22-02-10,인천,인천 중구,인천광역시 중구 서해대로 365,N,04
인천재능대학교,연봉,28000000,0,주5일근무,대졸(2~3년),관계없음,20,026103,22-01-21,22-02-06,인천,인천 동구,인천광역시 동구 재능로 178,N,04
인천재능대학교,연봉,28000000,0,주5일근무,대졸(2~3년),관계없음,20,026303,22-01-07,22-02-06,인천,인천 동구,인천광역시 동구 재능로 178,N,04
전남대학교병원,연봉,30000000,0,주5일근무,대졸(2~3년),관계없음,20,307900,22-02-03,22-02-10,광주,광주 동구,광주광역시 동구 제봉로 42,N,04
한국표준과학연구원,연봉,27190000,27190000,주5일근무,학력무관,관계없음,20,029505,22-01-28,22-02-14,대전,대전 유성구,대전광역시 유성구 가정로 267,N,04
한국청소년정책연구원,일급,82000,97000,주5일근무,대졸(4년),관계없음,20,029505,22-02-03,22-02-11,세종,세종,세종특별자치시 시청대로 370,N,04
사단법인 창업진흥원,월급,1960000,1960000,주5일근무,학력무관,관계없음,20,029505,22-02-03,22-02-14,세종,세종,세종특별자치시 집현중앙7로 16,N,04
한국노동연구원,일급,77000,87000,주5일근무,고졸,신입,20,029505,22-02-03,22-02-11,세종,세종,세종특별자치시 시청대로 370,N,04
한국환경연구원,월급,3290000,0,주5일근무,석사,관계없음,10,110200,22-01-28,22-02-17,세종,세종,세종특별자치시  시청대로 370,N,04
국토연구원,일급,82000,82000,주5일근무,대졸(2~3년),관계없음,20,029505,22-01-28,22-02-11,세종,세종,세종특별자치시 국책연구원로 5,N,04
국립암센터,월급,1914440,1914440,주5일근무,학력무관,관계없음,20,029505,22-01-28,22-02-13,경기,경기 고양시 일산동구,경기도 고양시 일산동구 일산로 323,N,04
재단법인 경기도일자리재단,월급,2000000,0,주5일근무,학력무관,관계없음,20,025500,22-01-28,22-02-16,경기,경기 부천시,경기도 부천시 부천로136번길 27,N,04
국민연금공단경인지역본부,월급,3111000,3111000,주5일근무,학력무관,경력,10,702901,22-01-27,22-02-10,경기,경기 수원시 팔달구,경기도 수원시 팔달구 효원로307번길 19,N,04
국민연금공단경인지역본부,월급,2147000,2147000,주5일근무,학력무관,관계없음,10,541900,22-01-27,22-02-10,경기,경기 수원시 팔달구,경기도 수원시 팔달구 효원로307번길 19,N,04
수원도시공사,월급,800000,800000,,학력무관,관계없음,21,706000,22-01-25,22-02-09,경기,경기 수원시 영통구,경기도 수원시 영통구 광교호수로 278-1,N,04
(재)우체국시설관리단,월급,2200000,2200000,주5일근무,학력무관,관계없음,10,561101,22-01-25,22-03-24,경기,경기 안양시 동안구,경기도 안양시 동안구 평촌대로 212,N,04
국립암센터,월급,1100000,0,주5일근무,고졸,관계없음,20,014302,22-01-24,채용시까지  22-02-11,경기,경기 고양시 일산동구,경기도 고양시 일산동구 일산로 323,N,04
분당서울대학교병원,연봉,26000000,26000000,주5일근무,학력무관,신입,10,561200,22-01-24,22-02-07,경기,경기 성남시 분당구,경기도 성남시 분당구 구미로173번길 82,N,04
강원랜드(주),시급,10520,0,주5일근무,학력무관,관계없음,20,307500,22-02-04,22-02-10,강원,강원 정선군,강원도 정선군 사북읍 하이원길 265,N,04
강원랜드(주),시급,12600,0,주5일근무,학력무관,관계없음,21,622901,22-02-04,22-02-10,강원,강원 정선군,강원도 정선군 사북읍 하이원길 265,N,04
(재)충북테크노파크,연봉,28000000,53000000,주5일근무,학력무관,관계없음,10,025500,22-02-04,22-02-23,충북,충북 청주시 청원구,충청북도 청주시 청원구 오창읍 연구단지로 40,N,04
재단법인 충북과학기술혁신원,연봉,22926010,62863000,주5일근무,학력무관,신입,10,025500,22-01-28,22-02-11,충북,충북 청주시 청원구,충청북도 청주시 청원구 오창읍 각리1길 7,N,04
한국교원대학교,월급,2000000,2100000,주5일근무,학력무관,관계없음,10,531202,22-01-27,22-02-09,충북,충북 청주시 흥덕구,충청북도 청주시 흥덕구 강내면 태성탑연로 250,N,04
(재)한국교육개발원,일급,77000,82000,주5일근무,고졸,관계없음,20,029505,22-01-27,22-02-11,충북,충북 진천군,충청북도 진천군 덕산읍 교학로 7,N,04
한국과학기술기획평가원,연봉,22980000,0,주5일근무,학력무관,관계없음,10,561201,21-12-13,22-02-12,충북,충북 음성군,충청북도 음성군 맹동면 원중로 1339,N,04
한국기술교육대학교,월급,1914440,1914440,주5일근무,학력무관,관계없음,20,026304,22-02-03,22-02-10,충남,충남 천안시 동남구,충청남도 천안시 동남구 병천면 충절로 1600,N,04
한국도로공사,시급,10300,10300,주5일근무,학력무관,경력,20,812400,22-01-26,22-02-08,전북,전북 김제시,전라북도 김제시 금구면 대송로 494-1,N,04
목포해양대학교,월급,2127590,0,주5일근무,대졸(4년),관계없음,20,025500,22-02-04,22-02-16,전남,전남 목포시,전라남도 목포시 해양대학로 91,N,04
목포해양대학교,월급,2644950,0,주5일근무,석사,관계없음,20,021000,22-02-04,22-02-16,전남,전남 목포시,전라남도 목포시 해양대학로 91,N,04
목포해양대학교,월급,2264850,0,주5일근무,대졸(4년),관계없음,20,110100,22-02-04,22-02-16,전남,전남 목포시,전라남도 목포시 해양대학로 91,N,04
목포해양대학교,월급,1962000,0,주5일근무,학력무관,관계없음,10,026304,22-01-26,22-02-15,전남,전남 목포시,전라남도 목포시 해양대학로 91,N,04
코레일테크(주),일급,82754,0,주6일근무,학력무관,관계없음,20,307900,22-01-26,채용시까지  22-03-25,전남,전남 나주시,전라남도 나주시 나주역길 56,N,04
목포해양대학교,월급,2132000,0,주5일근무,학력무관,관계없음,20,531202,22-01-25,22-02-08,전남,전남 목포시,전라남도 목포시 해양대학로 91,N,04
목포해양대학교,월급,2132000,0,주5일근무,학력무관,관계없음,10,531202,22-01-25,22-02-08,전남,전남 목포시,전라남도 목포시 해양대학로 91,N,04
목포해양대학교,월급,2102480,0,주5일근무,학력무관,관계없음,10,561200,22-01-24,22-02-08,전남,전남 목포시,전라남도 목포시 해양대학로 91,N,04
목포해양대학교,월급,1322720,0,주5일근무,학력무관,관계없음,11,561201,22-01-24,22-02-08,전남,전남 목포시,전라남도 목포시 해양대학로 91,N,04
제주대학교병원,월급,1920000,1920000,주5일근무,학력무관,관계없음,20,307900,22-02-03,22-02-11,제주,제주 제주시,제주특별자치도 제주시 아란13길 15,N,04
(재) 노사발전재단,월급,2100000,2100000,주5일근무,대졸(2~3년),관계없음,20,029505,22-01-27,22-02-07,제주,제주 제주시,제주특별자치도 제주시 중앙로 165,N,04
㈜인터텍킴스코,월급,2000000,0,주5일근무,대졸(2~3년),관계없음,20,028101,22-02-03,22-02-28,서울,서울 중구,서울특별시 중구 서소문로 115,N,05
하나은행,시급,10000,0,주5일근무,학력무관,신입,21,029506,22-01-25,채용시까지  22-03-11,서울,서울 중구,서울특별시 중구 을지로 35,N,05
하나은행,시급,10000,0,주5일근무,학력무관,관계없음,21,032401,22-01-25,채용시까지  22-03-04,서울,서울 종로구,서울특별시 종로구 종로 26,N,05
푸르덴셜생명보험,연봉,30000000,0,주5일근무,대졸(4년),관계없음,10,012400,22-01-21,채용시까지  22-03-10,서울,서울 서초구,서울특별시 서초구 강남대로 285,N,05
하나은행,시급,10000,0,주5일근무,학력무관,경력,21,032401,22-01-18,채용시까지  22-03-04,서울,서울 영등포구,서울특별시 영등포구 영중로 56,N,05
하나은행,시급,10000,0,주5일근무,학력무관,경력,21,032401,22-01-18,채용시까지  22-03-04,서울,서울 양천구,서울특별시 양천구 곰달래로 47,N,05
한국맥도날드(유),시급,9160,9300,주5일근무,학력무관,관계없음,10,617900,22-01-17,채용시까지  22-03-15,서울,서울 강남구,서울특별시 강남구 도곡로 409,N,05
하나은행,시급,10000,10000,주5일근무,학력무관,신입,20,029506,22-01-13,채용시까지  22-03-11,서울,서울 중구,서울특별시 중구 을지로 35,N,05
한국맥도날드(유),시급,9160,9300,주5일근무,학력무관,관계없음,10,617900,22-01-12,채용시까지  22-03-11,서울,서울 강남구,서울특별시 강남구 삼성로92길 29,N,05
(주)한국메디칼사푸라이,연봉,40000000,44000000,주5일근무,학력무관,경력,10,852201,22-01-10,22-02-28,서울,서울 금천구,서울특별시 금천구 가산디지털2로 128,N,05
하나은행,시급,10000,0,주5일근무,학력무관,경력,21,032401,22-01-06,채용시까지  22-03-04,서울,서울 광진구,서울특별시 광진구 아차산로 627,N,05
하나은행,시급,10000,0,주5일근무,학력무관,경력,21,032401,22-01-06,채용시까지  22-03-04,서울,서울 용산구,서울특별시 용산구 이촌로 352,N,05
하나은행,시급,10000,0,주5일근무,학력무관,경력,21,032401,22-01-06,채용시까지  22-03-04,서울,서울 강북구,서울특별시 강북구 오현로32길 4-3,N,05
하나은행,시급,10000,0,주5일근무,학력무관,경력,21,032401,22-01-06,채용시까지  22-03-03,서울,서울 성동구,서울특별시 성동구 고산자로 164,N,05
하나은행,시급,10000,0,주5일근무,학력무관,경력,21,032401,22-01-05,채용시까지  22-03-04,서울,서울 영등포구,서울특별시 영등포구 63로 50,N,05
푸르덴셜생명보험,연봉,50000000,0,주5일근무,대졸(2~3년),관계없음,10,012400,22-01-04,채용시까지  22-03-03,서울,서울 중구,서울특별시 중구 소공로 94,N,05
한국맥도날드(유),시급,9160,0,주5일근무,대졸(2~3년),관계없음,10,532100,21-12-30,채용시까지  22-02-27,서울,서울 중구,서울특별시 중구 남대문로9길 51,N,05
(주)젠미코리아,연봉,24000000,24000000,주5일근무,고졸,관계없음,10,027200,21-12-22,채용시까지  22-02-15,서울,서울 마포구,서울특별시 마포구 토정로 264,N,05
푸르덴셜생명보험,연봉,50000000,0,주5일근무,대졸(2~3년),관계없음,10,015101,21-12-20,채용시까지  22-02-18,서울,서울 중구,서울특별시 중구 소공로 94,N,05
㈜인터텍킴스코,월급,2000000,2000000,주5일근무,대졸(2~3년),신입,20,026301,22-02-04,22-02-28,부산,부산 강서구,부산광역시 강서구 명지국제8로10번길 12,N,05
비앤티(주),시급,9160,0,주5일근무,학력무관,관계없음,10,890000,22-02-03,22-02-17,부산,부산 기장군,부산광역시 기장군 정관읍 양수길 37,N,05
비앤티(주),연봉,23500000,0,주5일근무,고졸,경력,10,624103,22-02-03,22-02-17,부산,부산 기장군,부산광역시 기장군 정관읍 양수길 37,N,05
(주)한국다까미야,연봉,27000000,0,주5일근무,학력무관,관계없음,10,614000,22-02-03,22-02-25,부산,부산 사상구,부산광역시 사상구 학감대로192번길 6,N,05
(주)한국다까미야,시급,9160,0,주5일근무,학력무관,관계없음,11,617903,22-01-20,22-02-05,부산,부산 사상구,부산광역시 사상구 학감대로192번길 6,N,05
조광요턴(주),연봉,31500000,40000000,주5일근무,학력무관,관계없음,20,890000,22-01-18,채용시까지  22-02-18,부산,부산 강서구,부산광역시 강서구 과학산단1로 96,N,05
한국유텍(주),연봉,24000000,0,주5일근무,고졸,신입,10,612102,22-01-12,채용시까지  22-03-11,부산,부산 강서구,부산광역시 강서구 낙동북로138번길 120-7,N,05
파이박스(주),연봉,36000000,0,주5일근무,대졸(2~3년),경력,10,612104,22-01-10,22-02-10,부산,부산 강서구,부산광역시 강서구 유통단지1로 50,N,05
대한소결금속(주),연봉,39600000,51000000,주5일근무,학력무관,신입,10,028402,22-02-03,22-02-11,대구,대구 달성군,대구광역시 달성군 논공읍 논공로87길 43,N,05
(주)모간,월급,2300000,0,주5일근무,학력무관,관계없음,20,028402,21-12-23,채용시까지  22-02-22,대구,대구 달성군,대구광역시 달성군 논공읍 논공중앙로46길 27,N,05
한국교세라정공(주),연봉,25000000,30000000,주5일근무,학력무관,신입,20,158400,22-02-04,채용시까지  22-04-03,인천,인천 남동구,인천광역시 남동구 남동대로215번길 11,N,05
한국교세라정공(주),시급,9160,9160,주5일근무,학력무관,관계없음,20,531205,22-02-03,채용시까지  22-04-02,인천,인천 남동구,인천광역시 남동구 남동대로215번길 11,N,05
에이치케이티베어링(주),월급,2000000,0,주5일근무,대졸(2~3년),신입,10,028307,22-01-20,22-02-05,인천,인천 남동구,인천광역시 남동구 청능대로 280,Y,05
동서식품(주),월급,3000000,3500000,주5일근무,학력무관,관계없음,10,873900,22-01-20,채용시까지  22-03-19,인천,인천 부평구,인천광역시 부평구 새벌로 55,N,05
